股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA25,MA25距离,MA25_1日斜率,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,基础整理条件,振幅收敛,成交量收敛,换手率收敛,流动性收敛,短期下行停止,整理成熟,中期趋势仍活,均线趋势辅助,稳健上沿核心区,稳健上沿宽区,适度重新加速,整理成熟贡献,振幅收敛贡献,流动性收敛贡献,短期止跌贡献,40日趋势贡献,均线趋势辅助贡献,稳健上沿贡献,重新加速辅助贡献,阶段2分,阶段2通过,阶段2风险提示,阶段2规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
600792,云煤能源,5.46,0.030188679245283012,0.10526315789473673,0.3448275862068966,0.4598930481283421,0.6011730205278591,0.6748466257668713,,0.22737306843267094,-0.08235294117647063,0.5335051546391754,0.426187200733702,163428360.0,112986698.9,1.4464389312289219,0.15545068912851295,0.09535303160605925,1.630264780366299,False,0.023400936037441422,0.08510186757215643,True,3,2,部分收敛/待确认,-0.08235294117647063,0.8274647887323943,0.19370354175776128,4.3956,0.24215124215124217,0.01646471186754228,0.0681307711504866,0.06937008240607101,,0.005524861878453136,4.53,4.07,0.20529801324503305,0.3415233415233414,True,3,2026-09-09,沪深主板10%,17,10.098522167487701,False,True,False,False,False,True,False,True,True,True,True,True,0,1,0,1,3,1,4,1,11,False,短波动仍偏大,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,88,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
603122,合富中国,13.98,0.024926686217008776,0.15632754342431765,0.015988372093023395,0.22847100175746915,0.3494208494208495,0.24710080285459401,,0.20237087214225222,-0.05220338983050843,0.24999999999999992,0.8094834885690091,45763572.4,31322124.7,1.4610621992702812,0.10005649931224041,0.08133850256709921,1.230124678404302,False,0.04444444444444451,0.0028798256537980738,True,3,2,部分收敛/待确认,-0.3688487584650112,0.37538226299694194,0.10130770442728854,12.565999999999999,0.11252586344103155,0.004508537443243421,0.013380717766469985,0.01644297251757587,,0.024926686217008776,11.81,11.8,0.18374259102455537,0.18474576271186427,True,1,2026-09-04,沪深主板10%,17,9.97566909975669,False,True,False,False,False,True,False,True,True,True,True,True,0,1,0,1,3,1,4,1,11,False,短波动仍偏大,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,88,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
000823,超声电子,25.2,0.07784431137724557,0.11356606274856396,0.5809284818067755,0.7201365187713309,0.8529411764705883,-0.028527370855821244,,0.16855974557019524,-0.02021772939346811,0.5781032078103208,0.2915737939055006,185742166.4,89599116.9,2.0730356818952083,0.3140594354515714,0.1459469238392461,2.151874306014792,False,0.09826902271907656,0.14426419466975648,True,3,2,部分收敛/待确认,-0.15351024521330203,0.7484865162355531,0.3634887999134293,17.77,0.4181204276871131,0.021804632334337715,0.10640608034744825,-0.015254618977216028,,0.00518548065416824,22.01,16.37,0.14493412085415702,0.5394013439218079,True,1,2026-09-07,沪深主板10%,17,10.006901311249127,False,True,False,False,False,True,False,True,True,True,True,False,0,1,0,1,3,1,4,0,10,False,10日速度仍偏快，整理可能未完成,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,109,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
002011,盾安环境,14.76,0.03943661971830981,0.11987860394537186,0.2361809045226131,0.5076608784473955,0.4442270058708413,0.421965317919075,,0.16031128404669265,-0.010060362173038295,0.38005923000987163,0.4218060538683108,51427909.4,64643909.8,0.7955569141642481,0.0500658279599952,0.06000194207871926,0.8344034580466009,True,0.04985647378758129,0.07782980784756988,True,3,3,收敛较充分,-0.010060362173038295,0.971042471042471,0.2394508124448922,11.508,0.28258602711157454,0.016320474777447913,0.05528201932066068,0.04673682849152061,,0.03000697836706201,12.85,11.29,0.14863813229571976,0.3073516386182462,True,1,2026-09-07,沪深主板10%,17,10.046082949308754,False,True,True,True,True,True,False,True,True,False,True,True,0,1,1,1,3,1,2,1,10,False,10日速度仍偏快，整理可能未完成,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,109,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
002046,国机精工,64.62,0.006071929005137866,0.07700000000000018,0.25208292966479373,0.3518828451882847,0.3144833197721726,-0.12439024390243891,,0.16521739130434782,-0.035522388059701426,0.2278430591515634,0.7251368197020372,15936806.6,14512204.1,1.0981658258237974,0.030104483591203025,0.02612852592758101,1.1521692297009771,False,0.05511227822105513,0.06528918322295807,True,3,2,部分收敛/待确认,-0.16023391812865495,0.6600496277915634,0.1552385294038776,54.548,0.184644716579893,0.010140665624698952,0.05528448860531121,-0.022137713553874838,,-0.0009276437847867136,57.5,51.22,0.12382608695652175,0.2616165560327999,True,1,2026-09-09,沪深主板10%,17,9.992598075499636,False,True,False,False,False,True,False,True,True,True,True,False,0,1,0,1,3,1,4,0,10,False,10日速度仍偏快，整理可能未完成,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,109,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
002212,天融信,7.28,0.02970297029702973,-0.016216216216216273,0.09473684210526323,0.20529801324503305,0.33577981651376154,0.3046594982078854,,0.2023633677991139,-0.10565110565110569,0.15805946791862296,1.2802989309270663,193363058.2,67134366.9,2.880239542409388,0.17612439786059308,0.06286340667068509,2.8016998630576073,False,0.022855530474040764,0.02454346238130012,True,3,1,结构未成熟,-0.10565110565110569,0.7161716171617161,0.07335053446369333,6.670800000000001,0.09132337950470704,0.0044570258387039985,0.011187260632936846,0.026154596704249577,,-0.016216216216216273,6.77,6.39,0.07533234859675053,0.13928012519561817,True,1,2026-08-28,沪深主板10%,17,10.000000000000009,False,False,False,False,False,True,False,True,True,True,True,True,0,0,0,1,3,1,4,1,10,False,振幅、量能、换手或短期趋势尚未形成两类收敛支持,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,109,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
002295,精艺股份,10.29,0.025922233300099684,0.03106212424849697,0.07523510971786829,0.1370165745856351,0.30418250950570336,0.20210280373831768,,0.20506912442396327,-0.1923076923076924,0.3410526315789474,0.6012829265517441,29320424.6,17863497.9,1.6413596465897087,0.13044382113103659,0.07646324425300238,1.7059676502794296,False,-0.06402905198776754,0.009274466235146273,False,3,1,结构未成熟,-0.1923076923076924,0.5648312611012432,0.01319417093343822,9.9092,0.038428934727323893,0.004989858012170556,0.01977814985349502,0.018376173298834342,,0.0019474196689386325,8.68,8.68,0.18548387096774177,0.18548387096774177,True,4,2026-09-09,沪深主板10%,17,10.05181347150257,False,True,False,False,False,False,False,True,True,True,True,True,0,1,0,0,3,1,4,1,10,False,振幅、量能、换手或短期趋势尚未形成两类收敛支持,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,109,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
002491,通鼎互联,24.59,0.03406223717409573,0.21672439386442344,0.16540284360189572,0.1816434406535321,0.484007242003621,-0.25933734939759046,,0.26142131979695443,-0.010462776659959871,0.14336372847011156,1.8234829868522533,244401108.0,141359961.3,1.7289273833438719,0.21500031820648474,0.11285337251368478,1.9051297574683774,False,0.0881759853345554,0.04412242812688705,True,3,1,结构未成熟,-0.3807605137245027,0.4789800137835975,0.11284592582535691,21.607999999999997,0.1380044427989635,0.008005075479091461,0.061706929699907764,-0.07485055020370868,,0.00572597137014319,19.7,19.7,0.24822335025380715,0.24822335025380715,True,2,2026-08-21,沪深主板10%,17,10.015568240788797,False,False,False,False,False,True,False,True,True,True,True,True,0,0,0,1,3,1,4,1,10,False,振幅、量能、换手或短期趋势尚未形成两类收敛支持,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,109,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
600108,亚盛集团,4.37,0.05048076923076916,0.025821596244131495,-0.08958333333333324,0.33639143730886856,0.46644295302013417,0.4234527687296419,,0.15064935064935056,-0.2716666666666666,0.680672268907563,0.22132435465768785,341694765.0,323012755.8,1.0578367537025917,0.18179122047098215,0.1607111714907107,1.1311672908904773,False,-0.0668775417984635,-0.007785467128027745,False,3,1,结构未成熟,-0.2716666666666666,0.5,0.03285275348617356,4.066,0.07476635514018692,0.01124154397134891,0.04239091876551959,0.055835496513462424,,0.02102803738317749,3.85,3.85,0.1350649350649351,0.1350649350649351,True,6,2026-09-08,沪深主板10%,17,10.1010101010101,True,True,False,False,False,False,False,True,True,True,True,True,0,1,0,0,3,1,4,1,10,False,振幅、量能、换手或短期趋势尚未形成两类收敛支持,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,109,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
600165,宁科生物,3.35,0.033950617283950546,0.024464831804281273,0.06687898089171984,0.012084592145015227,0.5158371040723984,0.28846153846153855,,0.09748427672955975,-0.06944444444444442,0.0900321543408361,1.0827717879604661,20595861.6,16488998.1,1.2490668914565526,0.026718294995424274,0.020039984940560657,1.3332492551602075,False,0.01098901098901095,0.016342892383595542,True,3,1,结构未成熟,-0.13881748071979438,0.6896551724137931,0.030135301353013455,3.2096000000000005,0.04374376869391816,0.01159858799798319,0.05149482778219849,0.034111310592459754,,-0.014705882352941124,3.18,3.14,0.05345911949685522,0.06687898089171984,True,2,2026-08-18,沪深主板10%,17,10.1123595505618,True,False,False,False,False,True,False,True,True,True,True,True,0,0,0,1,3,1,4,1,10,False,振幅、量能、换手或短期趋势尚未形成两类收敛支持,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,109,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
600359,新农开发,8.08,0.02408111533586821,-0.07657142857142851,0.025380710659898442,0.23358778625954213,0.4351687388987566,0.45848375451263546,,0.14668547249647404,-0.23773584905660372,0.5251798561151079,0.2793052147535602,71720118.6,50495186.8,1.4203357417820266,0.203033755851245,0.1400609022202131,1.4496105096625878,False,-0.09960982327289414,0.015340016910254883,False,3,1,结构未成熟,-0.23773584905660372,0.5236294896030247,0.02635757383296289,7.628000000000001,0.05925537493445199,0.009421977556637984,0.04112615153224297,0.06726166328600414,,0.01126408010012514,7.09,7.09,0.13963328631875882,0.13963328631875882,True,3,2026-09-09,沪深主板10%,17,10.050251256281406,True,True,False,False,False,False,False,True,True,True,True,True,0,1,0,0,3,1,4,1,10,False,振幅、量能、换手或短期趋势尚未形成两类收敛支持,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,109,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
601086,国芳集团,17.67,0.10024906600249084,-0.01778765981100594,0.2693965517241381,1.375,1.572052401746725,1.6651583710407243,,0.34766214177978894,-0.01778765981100594,0.8263959390862943,0.4206968177556415,78054946.4,80140228.9,0.9739795789377886,0.12281531569069065,0.12033067402402398,1.0206484480106097,True,-0.01396334621618256,0.06417148232764425,False,3,2,部分收敛/待确认,-0.01778765981100594,0.972437553832903,0.36695934707770883,11.868400000000001,0.48882747463853593,0.034157052734306914,0.13203361344537812,0.19123540311113052,,-0.011191941801902638,13.26,13.26,0.33257918552036214,0.33257918552036214,True,6,2026-09-07,沪深主板10%,17,10.039525691699591,False,True,True,False,True,False,False,True,True,True,True,False,0,1,1,0,3,1,4,0,10,False,短波动仍偏大,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,109,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
603285,键邦股份,38.37,0.013470681458003009,-0.017916560020476147,0.21193935565382183,0.11865889212827985,0.15363800360793745,-0.1297346337037878,,0.05915568701263789,-0.025894897182025978,0.26440129449838196,0.2237344833158519,7078663.6,6839927.5,1.0349033085511505,0.11901216643942106,0.10235164642538502,1.1627772546500428,False,0.03253526455169409,0.0519975734465723,True,3,2,部分收敛/待确认,-0.3161646765282481,0.4078771695594125,0.10298239310097013,35.007999999999996,0.09603519195612442,0.00148758439180674,0.020564323290291897,-0.058586648163925004,,-0.018419033000767637,37.19,31.14,0.031728959397687495,0.2321772639691715,True,1,2026-08-20,沪深主板10%,17,9.999999999999986,False,True,False,False,False,True,False,True,True,True,True,False,0,1,0,1,3,1,4,0,10,False,10日速度仍偏快，整理可能未完成,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,109,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
605577,龙版传媒,16.56,0.05343511450381677,-0.014285714285714457,0.28871595330739286,0.6331360946745559,0.8298342541436461,0.8177826564215147,,0.2196914033798679,-0.12008501594048893,0.9789695057833859,0.22441087498845796,48882145.4,24096002.8,2.028641256631992,0.11114688586106636,0.054216006232229955,2.0500751269833026,False,-0.06515859355790521,0.08297988780954979,False,3,1,结构未成熟,-0.12008501594048893,0.7799415774099316,0.2654262025751728,12.4828,0.3266254366007626,0.02194059665324022,0.08276773379782565,0.11094641019828089,,0.020332717190387983,13.61,12.97,0.2167523879500366,0.2767925983037778,True,2,2026-09-17,沪深主板10%,11,10.020449897750506,False,True,False,False,False,False,False,True,True,True,True,True,0,1,0,0,3,1,4,1,10,False,振幅、量能、换手或短期趋势尚未形成两类收敛支持,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,109,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
000523,红棉股份,3.53,0.041297935103244754,-0.02216066481994461,-0.019444444444444486,0.14983713355048867,0.2930402930402929,0.3682170542635659,,0.13375796178343946,-0.2645833333333334,0.49532710280373826,0.2700396586948684,213460966.2,176698238.4,1.208053731224974,0.1251271177596478,0.10459446628040846,1.196307244631787,False,-0.09623655913978513,-0.0002686727565827107,False,3,1,结构未成熟,-0.2645833333333334,0.4478260869565217,-0.008287680854052515,3.4888,0.011809218069250171,0.006578188113098626,0.022572231139646792,0.054844606946983676,,0.011461318051575908,3.14,3.14,0.12420382165605082,0.12420382165605082,True,3,2026-09-09,沪深主板10%,17,10.1010101010101,True,True,False,False,False,False,False,True,False,True,True,True,0,1,0,0,3,0,4,1,9,False,振幅、量能、换手或短期趋势尚未形成两类收敛支持,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,130,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
001232,嘉立创,193.51,-0.011695607763023586,-0.02109469850263057,0.15246262878923234,0.35246016214705045,,,,0.0739231664726426,-0.04651391968465135,0.24653791219027504,0.2998450251156081,4387013.2,4934332.5,0.8890793638247929,0.09923898832274822,0.11161994346131832,0.8890793638247927,True,0.03512390070846205,0.04703973585335319,True,3,3,收敛较充分,-0.17479744136460562,0.5685263157894735,0.11292915292351657,169.62040000000002,0.14084154971925522,0.005086453111482481,0.0010994358987495012,,,-0.035968714193194806,188.98,161.03,0.023970790559847632,0.20170154629572123,True,2,2026-09-11,沪深主板10%,25,10.000602809090363,True,True,True,True,True,True,True,False,True,False,True,False,3,1,1,1,0,1,2,0,9,False,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,130,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
002300,太阳电缆,8.72,0.005767012687428075,0.09962168978562436,0.09000000000000008,0.31722054380664666,0.16890080428954435,0.3132530120481929,,0.18815789473684208,-0.034330011074196976,0.2884333821376282,0.6523443761688482,76871311.0,72342448.8,1.0626031088955894,0.08621685776833045,0.10396104203676654,0.8293189071521548,True,0.02763944223107595,0.010501606127995888,True,3,3,收敛较充分,-0.24827586206896546,0.5207986688851916,0.12625121084920887,7.5436000000000005,0.15594676281881337,0.0077482098963341794,0.018679781618012203,0.024583263175618875,,0.04057279236276856,7.6,7.6,0.14736842105263182,0.14736842105263182,True,2,2026-09-03,沪深主板10%,17,9.960681520314552,False,True,False,True,True,True,False,True,True,False,True,False,0,1,1,1,3,1,2,0,9,False,短波动仍偏大,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,130,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
002655,共达电声,40.1,-0.019559902200488977,0.14571428571428569,0.03217503217503226,0.13340870548332395,0.5235562310030395,-0.1286397218600609,,0.2820512820512821,-0.05647058823529405,0.23856613102595794,1.1822771356450117,31975697.0,25275531.1,1.26508506877626,0.09112324266112246,0.06935159209859491,1.313931517701504,False,0.09330456016809618,0.017855198693522256,True,3,1,结构未成熟,-0.23937784522003036,0.6451068616422947,0.059613148715780495,37.4712,0.07015521253656143,0.0053876534729973,0.049908001487229736,-0.033094833342014685,,-0.01643365219524162,33.15,32.36,0.20965309200603333,0.2391841779975279,True,1,2026-08-21,沪深主板10%,14,9.98835177635411,False,False,False,False,False,True,False,True,True,True,True,False,0,0,0,1,3,1,4,0,9,False,振幅、量能、换手或短期趋势尚未形成两类收敛支持,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,130,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
002815,崇达技术,23.88,0.02051282051282044,0.13068181818181812,0.49156777014366004,0.7874251497005988,0.9800995024875621,0.5009428032683847,,0.19588122605363986,-0.043652382859431293,0.498945888966971,0.3925901192596192,110757928.0,89614977.8,1.2359309874202749,0.15401552104438934,0.10608934488721433,1.4517529654662895,False,0.11101540817303102,0.13954997836434435,True,3,2,部分收敛/待确认,-0.043652382859431293,0.9236159775753329,0.342402608353477,16.938399999999998,0.409814386246635,0.025029047250193504,0.1228690897394662,0.028491098665938352,,-0.03437120905782454,20.88,16.95,0.14367816091954033,0.4088495575221238,True,1,2026-09-07,沪深主板10%,17,10.034364261168394,False,True,False,False,False,True,False,True,True,False,True,True,0,1,0,1,3,1,2,1,9,False,短波动仍偏大,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,130,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
300656,民德电子,30.19,-0.04823455233291296,0.2362817362817362,0.20135296458416252,0.18068048494329303,0.2322448979591838,-0.17603711790393006,,0.32345679012345663,-0.061256218905472504,0.12870448772226922,2.5131741390513316,11751004.6,4307945.5,2.7277514536801823,0.08943353711499938,0.03192237870198492,2.801593764359372,False,0.13268101761252438,0.06049007615515123,True,3,1,结构未成熟,-0.297906976744186,0.4590371621621622,0.15663850736547724,26.325599999999998,0.14679247576503496,0.0014912654452492458,0.022528948349205047,-0.06843991635184665,,0.009698996655518544,24.3,23.62,0.24238683127572025,0.27815410668924634,True,1,2026-09-16,创业板20%,25,20.008116883116877,False,False,False,False,False,True,False,True,True,True,True,False,0,0,0,1,3,1,4,0,9,False,振幅、量能、换手或短期趋势尚未形成两类收敛支持,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,130,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
600371,万向德农,16.39,0.06428571428571428,0.15341308937368048,0.08759124087591252,1.0799492385786804,1.5649452269170583,1.5410852713178294,,0.3423782920989626,-0.02556480380499404,0.375933609958506,0.9107413730226273,71687179.2,78132879.2,0.9175033600963216,0.2388209947432821,0.26930165479139084,0.8868159199700426,True,0.06103286384976525,0.038920276208411986,True,3,3,收敛较充分,-0.02556480380499404,0.9597754911131899,0.20465988019550907,12.536799999999998,0.30735115819028813,0.029530598167066158,0.12679641683315057,0.17657144081781384,,0.047953964194373366,12.53,12.53,0.3080606544293696,0.3080606544293696,True,9,2026-09-07,沪深主板10%,17,10.034602076124566,False,True,True,True,True,True,False,True,True,False,True,False,0,1,1,1,3,1,2,0,9,False,短波动仍偏大,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,130,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
601872,招商轮船,22.91,0.024597495527728164,0.14549999999999996,0.22578919208132686,0.20578947368421052,0.4408805031446541,0.27419354838709675,,0.18149100257069414,-0.003046127067014792,0.21978639685216417,0.8257608531285545,176271780.2,140643313.0,1.253324999532683,0.022041840899751225,0.01645289224343691,1.339693992619672,False,0.06479096492966119,0.05010090817356194,True,3,2,部分收敛/待确认,-0.003046127067014792,0.9924650161463939,0.15976511086362244,19.556,0.1715074657394149,0.010374473009837182,0.0333866992858558,0.022379121834373406,,0.048512585812356956,19.45,18.5,0.17789203084832916,0.23837837837837839,True,1,2026-09-09,沪深主板10%,17,10.0104821802935,False,True,False,False,False,True,False,True,True,False,True,True,0,1,0,1,3,1,2,1,9,False,短波动仍偏大,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,130,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
603236,移远通信,73.72,0.01626688723462899,0.17594512681448404,0.16608668142992733,0.3047787610619468,0.48180904522613055,0.5984388551604511,,0.20114850853405647,-0.020982735723771517,0.14543874891398792,1.3830461966708414,24244702.4,14332809.4,1.6915526972681294,0.06391935453416543,0.037544708199683384,1.7024863848776555,False,0.11825225055675781,0.05073579604082967,True,3,1,结构未成熟,-0.020982735723771517,0.9484334203655354,0.16944406989379512,62.181599999999996,0.18555971541420613,0.009048422692457425,0.06716773070226356,0.04811995430071914,,-0.008206646037938858,62.69,57.55,0.17594512681448404,0.2809730668983492,True,1,2026-08-31,沪深主板10%,17,9.99286224125624,False,False,False,False,False,True,False,True,True,True,True,False,0,0,0,1,3,1,4,0,9,False,振幅、量能、换手或短期趋势尚未形成两类收敛支持,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,130,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
603328,依顿电子,13.8,0.04387291981845687,0.022222222222222365,0.24773960216998203,0.2969924812030076,0.5593220338983051,0.1320754716981134,,0.11622464898595945,-0.03563941299790352,0.3112391930835735,0.3734254925752586,70923975.0,42059288.5,1.6862856583986199,0.07277000245134763,0.03493702175559712,2.0828908359851663,False,0.03461949062071068,0.06839232550446583,True,3,2,部分收敛/待确认,-0.09626719056974453,0.7966804979253114,0.1596638655462186,11.741599999999998,0.17530830551202592,0.008624540425385518,0.04805292437227471,-0.013994776491190852,,-0.03563941299790352,12.82,10.96,0.07644305772230897,0.25912408759124084,True,1,2026-09-09,沪深主板10%,17,9.999999999999986,False,True,False,False,False,True,False,True,True,False,True,True,0,1,0,1,3,1,2,1,9,False,10日速度仍偏快，整理可能未完成,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,130,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
603679,华体科技,26.76,0.04531250000000009,0.07168602322787354,0.12578880942364323,0.1882770870337478,0.5468208092485549,0.35837563451776666,,0.20220264317180617,-0.019421033345547678,0.2318501170960187,0.8721265518622349,11018005.6,10549176.5,1.0444422462739154,0.056164412572304326,0.04936008948532324,1.1378507040390249,False,0.004246284501061792,0.03587127809571222,True,3,2,部分收敛/待确认,-0.019421033345547678,0.9637730690362271,0.11849529780564261,23.5688,0.13539934150232513,0.006645823723369526,0.0174669318891294,0.03774761615597977,,0.03081664098613257,22.7,22.7,0.1788546255506609,0.1788546255506609,True,2,2026-09-08,沪深主板10%,17,10.012620950778285,False,True,False,False,False,True,False,True,True,False,True,True,0,1,0,1,3,1,2,1,9,False,短波动仍偏大,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,130,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
605162,新中港,12.16,-0.01538461538461533,0.15809523809523807,0.18518518518518512,0.36322869955156944,0.44934445768772346,0.5937090432503276,,0.2598425196850394,-0.050000000000000044,0.18219037871033789,1.4262142793948502,54888576.2,40144121.0,1.3672880320383651,0.1347788849481914,0.08568034985198926,1.5730431211009137,False,0.08620058565153732,0.05057749627421759,True,3,1,结构未成熟,-0.19894598155467713,0.6455399061032864,0.13311279876997628,10.4252,0.16640448144879705,0.010193798449612324,0.05479735318444989,0.05707412652530697,,-0.012185215272136452,10.16,9.77,0.1968503937007875,0.2446264073694986,True,2,2026-09-09,沪深主板10%,17,10.000000000000009,False,False,False,False,False,True,False,True,True,True,True,False,0,0,0,1,3,1,4,0,9,False,振幅、量能、换手或短期趋势尚未形成两类收敛支持,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,130,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
605258,协和电子,38.33,0.02349799732977287,0.09326868225898455,0.26585204755614256,0.38026647461289165,0.6125368111064367,0.17865928659286578,,0.1445086705202312,-0.03207070707070714,0.2593610443146684,0.5571718409064811,9927431.6,4176280.5,2.377098856266958,0.12381181249999997,0.036631720959595916,3.379907065697569,False,0.06629334238361895,0.07124813586146028,True,3,2,部分收敛/待确认,-0.03207070707070714,0.9324108568387438,0.17418208552873415,31.586800000000004,0.21348158091354597,0.013319816756278247,0.06452799393110431,-0.0025653134638143893,,-0.03182621874210667,34.6,30.06,0.10780346820809239,0.2751164337990686,True,1,2026-08-27,沪深主板10%,17,9.999999999999986,False,True,False,False,False,True,False,True,True,False,True,True,0,1,0,1,3,1,2,1,9,False,10日速度仍偏快，整理可能未完成,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,130,False,,,119,8,未入选：未满足二级结构筛选最低资格条件
