股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA25,MA25距离,MA25_1日斜率,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,有效突破阶段,有效突破观察资格,有效突破确认,整理交易日数,整理超过一周,平台上沿,突破日期,突破放量比,回踩缩量比,回踩守位,重新缓慢走强,N型走势,有效突破确认路径,平台上方横盘振幅,微平台上沿,微平台再突破量比,有效突破原因,20日方向证据,MA25上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,收盘价高于MA25,MA25向上,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
000962,东方钽业,60.53,-0.03783182323954848,0.05821678321678325,0.1369271224643125,0.16426235814579715,,,,0.13125000000000003,-0.04451460142067876,0.21084717258776542,0.6224887836490529,25105552.4,20979937.8,1.1966457021621866,0.05065095038953146,0.04170787014217321,1.2144218876886592,False,0.07933658816771949,0.04637316716898088,True,3,2,部分收敛/待确认,-0.04451460142067876,0.8212927756653993,0.08890408001727002,54.836400000000005,0.10382884361482514,0.0030510557970060415,,,,-0.00932896890343704,56.0,47.57,0.0808928571428571,0.27244061383224727,True,1,2026-08-27,沪深主板10%,17,9.99617737003058,INELIGIBLE,False,False,0,False,,,,,False,False,False,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000980,众泰汽车,2.18,-0.0267857142857143,-0.03539823008849541,0.1847826086956521,0.3132530120481929,,,,0.16176470588235298,-0.1484375,0.6,0.269607843137255,503424359.4,377322542.4,1.3342016519816602,0.11925239981488683,0.07172213471964624,1.6627000894637487,False,2.220446049250313e-16,0.07726377952755903,True,3,2,部分收敛/待确认,-0.1484375,0.6161616161616162,0.11995890059080416,1.8828,0.15785001062247717,0.010736525660296259,,,,-0.08016877637130804,2.04,1.9,0.06862745098039214,0.14736842105263182,True,2,2026-09-09,沪深主板10%,17,10.179640718562876,READY_FOR_BREAKOUT,False,False,3,False,2.28,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
001210,金房能源,29.72,-0.01458885941644572,0.037347294938917974,-0.02397372742200332,0.10524358497582731,,,,0.12228163992869874,-0.055908513341804356,0.16529850746268654,0.7397625169501415,4435407.4,9013625.6,0.4920780601315414,0.027088789431954533,0.06543982542303227,0.4139495980748802,True,0.02954272386741086,0.007732321102207118,True,3,3,收敛较充分,-0.055908513341804356,0.6906854130052722,0.03350546832889956,28.555999999999997,0.04076201148620262,0.0025981321536407975,,,,0.00745762711864395,28.05,26.8,0.0595365418894831,0.10895522388059686,True,1,2026-08-20,沪深主板10%,3,10.018484288354902,RETEST_STABILIZING,True,False,5,False,29.38,2026-09-21,1.540553397319166,0.5803879411012184,True,False,False,,0.028813559322033947,,,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
001330,博纳影业,5.52,-0.007194244604316502,0.031775700934579376,-0.0980392156862746,0.1196754563894522,,,,0.08620689655172417,-0.1546707503828485,0.22744360902255636,0.37902536335138237,76802821.0,175278233.6,0.4381766031215869,0.0656476451285436,0.15705500578939188,0.4179914215314855,True,-0.0115481775532299,-0.029375977750738635,False,3,2,部分收敛/待确认,-0.1546707503828485,0.47120418848167506,-0.02092940759134454,5.4648,0.010101010101009944,0.004411116012351224,,,,-0.02645502645502651,5.22,5.22,0.05747126436781613,0.05747126436781613,True,3,2026-09-07,沪深主板10%,17,10.051993067590992,READY_FOR_BREAKOUT,False,False,5,False,5.62,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002040,南 京 港,9.29,-0.02925809822361558,-0.013800424628450214,0.02425578831312003,0.052095130237825416,,,,0.10751445086705198,-0.1539162112932606,0.25773195876288657,0.4171560693641617,32866085.6,40276265.0,0.8160162219609987,0.0789187269752606,0.0763352619971256,1.0338436642587574,True,-0.0015066724063710346,0.012490658695420098,True,3,3,收敛较充分,-0.1539162112932606,0.4007092198581556,0.011321576311778658,9.133199999999999,0.01716813384137006,0.004619852164730487,,,,-0.030271398747390488,8.65,8.65,0.07398843930635834,0.07398843930635834,True,2,2026-09-09,沪深主板10%,17,10.033076074972435,READY_FOR_BREAKOUT,False,False,3,False,9.55,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002046,国机精工,64.29,-0.00510677808727944,0.08451417004048589,0.18967431532198376,0.2927810174944703,,,,0.1437350631614886,-0.04044776119402971,0.2278430591515634,0.6308511819351699,16121560.2,14999067.2,1.074837520562612,0.031712880103946434,0.027149095718015666,1.1681007880826881,False,0.0548616862680138,0.06337210310100372,True,3,2,部分收敛/待确认,-0.04044776119402971,0.8705207835642621,0.13457279248912468,55.0364,0.16813599726726314,0.008953582166165486,,,,-0.01077088782889657,58.58,54.22,0.09747354045749423,0.1857248247879013,True,1,2026-09-09,沪深主板10%,17,9.992598075499636,READY_FOR_BREAKOUT,False,False,3,False,66.95,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002068,黑猫股份,10.35,0.047570850202429016,0.12255965292841631,0.13736263736263732,0.32352941176470584,,,,0.16388308977035493,-0.07174887892376691,0.38713745271122324,0.4233201634784738,81445771.4,71970127.8,1.1316607860740802,0.11205582139192333,0.09393507011876207,1.1929071990924285,False,0.02356286816981501,0.0494476591267754,True,3,2,部分收敛/待确认,-0.07174887892376691,0.7831978319783196,0.14024457419852365,8.8096,0.17485470395931713,0.010043567988993196,,,,0.004854368932038833,9.58,9.1,0.08037578288100211,0.13736263736263732,True,2,2026-09-09,沪深主板10%,17,10.036275695284157,INELIGIBLE,False,False,3,False,10.3,,,,False,False,True,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002094,青岛金王,5.38,-0.020036429872495543,0.09127789046653145,-0.09274873524451932,0.04669260700389111,,,,0.16563146997929604,-0.11803278688524588,0.23732251521298176,0.6979172196563499,38000332.6,50227012.9,0.7565716216422658,0.0345940375490777,0.07692100853164462,0.44973458109101655,True,0.024380652772316047,-0.0284028033935817,False,3,2,部分收敛/待确认,-0.11803278688524588,0.5443037974683546,-0.020571636628436307,5.3388,0.007717089982767655,0.0053479963844531575,,,,0.017013232514177634,4.83,4.83,0.11387163561076608,0.11387163561076608,True,1,2026-08-25,沪深主板10%,6,10.064239828693777,RETEST_STABILIZING,False,False,5,False,5.28,2026-09-21,2.9365886152668734,0.6580273695923876,True,False,True,,0.0357815442561206,,,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002107,沃华医药,7.33,0.012430939226519389,0.12423312883435589,0.020891364902507092,0.15981012658227844,,,,0.14814814814814814,-0.014784946236559127,0.1466049382716048,1.0105263157894746,21731465.0,28369124.8,0.7660252176690343,0.028832519641634635,0.04389440294622267,0.6568609596298386,True,0.03848448687350836,0.008593067288086287,True,3,2,部分收敛/待确认,-0.014784946236559127,0.9219858156028367,0.05978457312224372,6.787999999999999,0.07984678845020632,0.005748829490902496,,,,0.04119318181818188,6.48,6.48,0.13117283950617287,0.13117283950617287,True,2,2026-09-01,沪深主板10%,17,10.045662100456632,RETEST_STABILIZING,False,False,5,False,6.99,2026-09-21,1.6373212082070578,1.0364168813112735,True,True,True,,0.042016806722689176,,,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002138,顺络电子,54.35,0.01836237586659184,0.10109400324149109,0.12993762993763003,0.1444514634659928,,,,0.1365208545269583,-0.027031865377730058,0.15320018157058557,0.8911272371048568,31732415.4,26853456.3,1.1816883102679039,0.03830547702069923,0.03504095900499549,1.0931629187214411,False,0.05227336796746007,0.03860836548977531,True,3,2,部分收敛/待确认,-0.027031865377730058,0.8720338983050849,0.11239600069588707,48.7232,0.11548502561408114,0.0019906881858413605,,,,0.02779878971255667,49.15,45.5,0.10579857578840302,0.19450549450549448,True,1,2026-09-07,沪深主板10%,17,10.002247696111466,RETEST_STABILIZING,True,False,3,False,51.45,2026-09-18,1.3015684070541635,1.0148008634001093,True,True,False,,0.0680688336520077,,1.0855366559524,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002194,武汉凡谷,10.97,-0.01878354203935595,0.014801110083256352,-0.009927797833934937,0.08506429277942651,,,,0.06566604127579731,-0.08200836820083668,0.21938775510204064,0.2993149788385182,46220487.6,55412197.3,0.8341211836405557,0.10274709186672847,0.09740136756265377,1.054883462500011,True,-0.0034382917119075707,0.01887840088839532,True,3,3,收敛较充分,-0.08200836820083668,0.5739130434782612,0.03393025447690867,10.4804,0.04671577420709139,0.0026404408388183143,,,,-0.02140945584299736,10.66,10.6,0.02908067542213888,0.03490566037735854,True,1,2026-09-08,沪深主板10%,17,10.029791459781535,READY_FOR_BREAKOUT,False,False,5,False,11.23,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002201,九鼎新材,10.52,-0.030414746543778848,-0.02230483271375472,0.13118279569892466,0.2923832923832923,,,,0.0754901960784315,-0.1233333333333334,0.45454545454545453,0.16607843137254932,70292563.2,77655484.2,0.9051847905418121,0.12462738963433236,0.11815722809513877,1.0547589144016132,True,-0.01962236208811563,0.043517049960348775,False,3,2,部分收敛/待确认,-0.1233333333333334,0.6467780429594271,0.08700144657987163,9.353200000000001,0.12474874909122002,0.008714033044303626,,,,-0.04014598540145997,10.2,9.0,0.031372549019607954,0.16888888888888887,True,1,2026-09-02,沪深主板10%,17,10.023866348448696,READY_FOR_BREAKOUT,False,False,5,False,10.96,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002212,天融信,7.32,0.005494505494505475,-0.0579150579150578,0.09745127436281864,0.1693290734824282,,,,0.11373707533234867,-0.10073710073710074,0.2738654147104853,0.41530280649926143,152202806.4,90299016.7,1.6855422347029831,0.13619743806542417,0.09122384719656483,1.493002567321595,False,-0.006383569247849219,0.024609148812970494,True,3,2,部分收敛/待确认,-0.10073710073710074,0.6150234741784038,0.0708799648891818,6.709199999999999,0.09103917009479545,0.00575643101277179,,,,-0.008130081300812941,6.77,6.39,0.08124076809453484,0.1455399061032865,True,1,2026-08-28,沪深主板10%,17,10.000000000000009,INELIGIBLE,False,False,0,False,,,,,False,False,False,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002297,博云新材,21.86,-0.03615520282186946,-0.020609318996415826,-0.020609318996415826,0.24558404558404545,,,,0.07988721804511274,-0.09256953092569531,0.349579831932773,0.22852353238866394,83482005.6,146373328.6,0.570336183500578,0.15288296851679414,0.2549272036201267,0.5997122564628639,True,-0.018623625399077803,0.009429705829272939,False,3,2,部分收敛/待确认,-0.09256953092569531,0.7014725568942436,0.038603159520133046,20.344399999999997,0.0744971589233403,0.004602196413051818,,,,-0.048738033072236786,21.28,20.84,0.02725563909774431,0.04894433781190011,True,2,2026-09-03,沪深主板10%,17,10.011001100110018,READY_FOR_BREAKOUT,False,False,5,False,22.88,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
