股票代码,股票名称,最新收盘,ret1,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,20日方向证据,MA20上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
000603,盛达资源,37.0,0.03064066852367686,0.11177884615384603,0.1821086261980831,,,,0.17136917136917124,-0.08120188726098843,-0.08120188726098843,0.7931688804554078,0.04474029732744156,,,,-0.05128205128205132,33.67,33.55,0.09890109890109877,0.10283159463487346,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
000670,盈方微,7.4,0.04225352112676073,0.0277777777777779,0.04519774011299438,,,,0.11661807580174924,-0.07035175879396982,-0.07035175879396982,0.638709677419355,0.042473762062407605,,,,0.029207232267037586,6.86,6.58,0.07871720116618075,0.12462006079027366,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
000720,新能泰山,3.9,0.0025706940874035134,0.07734806629834257,0.09243697478991608,,,,0.044736842105263255,-0.04878048780487798,-0.04878048780487798,0.7402597402597405,0.022146507666098714,,,,-0.012658227848101333,3.8,3.5,0.026315789473684292,0.11428571428571432,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
000721,西安饮食,7.3,-0.03820816864295129,0.1248073959938365,0.11280487804878048,,,,0.12444444444444443,-0.03820816864295129,-0.03820816864295129,0.7913669064748201,0.08212273940112658,,,,-0.00815217391304357,6.75,6.35,0.08148148148148149,0.14960629921259838,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
000723,美锦能源,3.99,0.023076923076923217,0.12711864406779672,0.09315068493150691,,,,0.09283819628647218,-0.03155339805825241,-0.03155339805825241,0.8115942028985509,0.07532677536720112,,,,-0.0024999999999999467,3.77,3.46,0.05835543766578244,0.15317919075144526,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
000735,罗 牛 山,5.9,0.03690685413005279,-0.0453074433656957,0.11742424242424243,,,,0.1298701298701299,-0.08809891808346204,-0.08809891808346204,0.612244897959184,0.07029478458049887,,,,0.0016977928692700761,5.39,5.18,0.09461966604823768,0.13899613899613916,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
000737,北方铜业,14.88,-0.0033489618218351946,0.05832147937411092,0.05233380480905225,,,,0.09003436426116829,-0.06179066834804536,-0.06179066834804536,0.6315789473684216,0.01774905099004842,,,,-0.044315992292870865,14.55,14.06,0.02268041237113394,0.05832147937411092,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
000887,中鼎股份,21.32,0.0319457889641821,0.020584011488750553,0.14377682403433467,,,,0.09163745618427652,-0.10004221190375695,-0.10004221190375695,0.6661971830985914,0.014658290500666249,,,,-0.01751152073732709,19.97,19.97,0.0676014021031548,0.0676014021031548,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
000889,中嘉博创,4.07,0.0,0.09408602150537626,0.03826530612244916,,,,0.04846938775510214,-0.0915178571428572,-0.0915178571428572,0.6057692307692308,0.0185185185185186,,,,0.0,3.92,3.7,0.03826530612244916,0.10000000000000009,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
000977,浪潮信息,86.35,0.007702182284980763,0.15010655301012243,0.12449537700221369,,,,0.16773602199816684,-0.03173357254989917,-0.03173357254989917,0.8435599778883355,0.10092561899176378,,,,-0.009065871012164384,76.37,71.42,0.13067958622495723,0.20904508541024902,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
001210,金房能源,29.88,0.03678001387925045,0.10462107208872462,0.4372294372294372,,,,0.1549243821468093,-0.045672309166400527,-0.045672309166400527,0.9010380622837371,0.14544199953998294,,,,0.008777852802160702,27.11,25.79,0.10217631870158606,0.1585886002326482,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
001337,四川黄金,54.61,0.031740034007179396,0.1243565987234918,0.21328593645856486,,,,0.12,-0.07519051651143094,-0.07519051651143094,0.7823529411764707,0.07377403751622169,,,,-0.02482142857142855,50.0,48.03,0.09220000000000006,0.13699770976473036,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
001366,播恩集团,14.36,0.10038314176245211,0.16747967479674775,0.24221453287197225,,,,0.16467780429594275,-0.019125683060109422,-0.019125683060109422,0.9224376731301936,0.13311765170046574,,,,-0.0096551724137931,12.57,11.88,0.14240254574383449,0.2087542087542087,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002012,凯恩股份,7.35,0.009615384615384581,0.11702127659574457,0.14130434782608692,,,,0.07737226277372267,-0.004065040650406582,-0.004065040650406582,0.985645933014354,0.08591268375563255,,,,0.009615384615384581,6.85,6.42,0.07299270072992692,0.1448598130841121,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002037,保利联合,7.05,-0.0028288543140029265,0.053811659192825045,0.03372434017595305,,,,0.03498542274052468,-0.0832249674902471,-0.0832249674902471,0.49206349206349187,0.005419281232173612,,,,0.0014204545454545858,6.86,6.62,0.027696793002915276,0.06495468277945604,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002107,沃华医药,6.9,-0.024045261669023987,0.06481481481481488,0.15577889447236193,,,,0.13910355486862447,-0.06377204884667564,-0.06377204884667564,0.6967741935483872,0.0636657931247111,,,,-0.05479452054794509,6.47,6.03,0.06646058732612059,0.14427860696517425,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002172,澳洋健康,4.44,-0.015521064301551979,0.0,0.3661538461538463,,,,0.1545893719806765,-0.12598425196850382,-0.12598425196850382,0.6751269035532997,0.037989479836353146,,,,-0.07112970711297073,4.14,3.88,0.07246376811594213,0.14432989690721665,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002222,福晶科技,66.23,-0.0054062171497222256,0.041515961629186915,0.11217464315701098,,,,0.07938931297709928,-0.06322489391796315,-0.06322489391796315,0.8064935064935066,0.014949160594288635,,,,-0.06309237515914545,65.5,60.22,0.011145038167938992,0.09980073065426787,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002229,鸿博股份,12.12,0.002481389578163684,0.12014787430683915,0.12118408880666043,,,,0.10842293906810027,-0.14647887323943665,-0.14647887323943665,0.5094339622641507,0.026379303044417268,,,,-0.013832384052074875,11.16,10.3,0.08602150537634401,0.17669902912621338,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002277,友阿股份,6.06,-0.014634146341463539,0.06502636203866419,0.04302925989672968,,,,0.086092715231788,-0.09687034277198214,-0.09687034277198214,0.4628099173553716,0.0062266500622665255,,,,-0.07339449541284415,6.04,5.55,0.0033112582781456013,0.09189189189189184,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002322,理工能科,12.9,0.0007757951900697613,0.09414758269720114,0.1966604823747682,,,,0.07786885245901648,-0.08575478384124724,-0.08575478384124724,0.6702997275204362,0.0696960902193291,,,,-0.00462962962962965,12.2,11.54,0.057377049180328044,0.11785095320623928,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002329,皇氏集团,4.0,-0.01477832512315258,0.04986876640419946,0.21580547112462,,,,0.06770833333333329,-0.15074309978768574,-0.15074309978768574,0.5965909090909091,0.029601029601029616,,,,-0.0024937655860348684,3.84,3.41,0.04166666666666674,0.17302052785923738,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002365,永安药业,15.8,0.03879026955950038,0.016077170418006492,0.23727486296006273,,,,0.11715481171548116,-0.07764156450671322,-0.07764156450671322,0.7350597609561756,0.08826669421772237,,,,0.0050890585241729624,14.34,14.1,0.10181311018131112,0.12056737588652489,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002476,宝莫股份,5.09,-0.00391389432485334,0.03877551020408143,0.1186813186813187,,,,0.02579365079365077,-0.01737451737451734,-0.01737451737451734,0.9000000000000001,0.04015530806171452,,,,-0.013565891472868241,5.04,4.81,0.009920634920634885,0.058212058212058215,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002548,金新农,4.21,-0.018648018648018683,-0.0023696682464454666,0.057788944723618174,,,,0.06443914081145574,-0.056053811659192876,-0.056053811659192876,0.6575342465753424,0.006334408987689555,,,,-0.04966139954853266,4.19,3.97,0.004773269689737347,0.06045340050377823,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002580,圣阳股份,22.19,0.012317518248175174,0.11395582329317255,0.16117216117216127,,,,0.10921501706484633,-0.044358311800172134,-0.044358311800172134,0.818021201413428,0.05390643552600349,,,,-0.011140819964349347,20.51,18.87,0.0819112627986347,0.17594064652888175,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002655,共达电声,38.65,0.02737905369484328,0.12550960978450765,0.38829022988505746,,,,0.10487804878048793,-0.05199901888643621,-0.05199901888643621,0.8882445967316813,0.08657454913481688,,,,-0.021518987341772156,36.9,33.6,0.04742547425474264,0.15029761904761885,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002686,亿利达,6.68,-0.016200294550810068,0.09328968903436974,0.016742770167427645,,,,0.04380664652567976,-0.1093333333333334,-0.1093333333333334,0.5232558139534882,0.028721028721028663,,,,-0.03328509406657021,6.62,6.05,0.009063444108761365,0.10413223140495864,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002702,海欣食品,5.32,0.035019455252918386,0.029013539651837617,0.09465020576131677,,,,0.09650924024640652,-0.0037453183520598232,-0.0037453183520598232,0.9807692307692312,0.06570512820512842,,,,0.0037735849056603765,4.87,4.72,0.0924024640657084,0.12711864406779672,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002724,海洋王,7.15,0.03623188405797095,0.10510046367851622,0.33395522388059695,,,,0.11782477341389731,-0.041554959785522705,-0.041554959785522705,0.8663793103448277,0.1482254697286014,,,,0.021428571428571574,6.62,5.63,0.08006042296072513,0.26998223801065735,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002734,利民股份,16.57,-0.0071899340922708666,0.12951601908657118,0.09300791556728227,,,,0.10858257477243172,-0.028152492668621742,-0.028152492668621742,0.8808933002481388,0.056760204081632626,,,,0.01159951159951178,15.38,14.34,0.07737321196358904,0.1555090655509066,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002827,高争民爆,60.15,-0.026226323457989364,0.07410714285714293,0.34383378016085797,,,,0.13878152033867108,-0.027957336780866204,-0.027957336780866204,0.943148209004272,0.05595786701777494,,,,-0.013934426229508245,54.33,52.0,0.1071231363887355,0.15673076923076912,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002829,星网宇达,21.57,0.0,0.08994441637190498,0.039017341040462394,,,,0.11960985626283359,-0.032735426008968616,-0.032735426008968616,0.8128205128205128,0.04846157585184474,,,,0.027632205812291755,19.48,18.61,0.1072895277207393,0.15905427189682975,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002846,英联股份,10.96,-0.009041591320072317,0.07556427870461246,0.025257249766136747,,,,0.05387523629489606,-0.01704035874439458,-0.01704035874439458,0.8642857142857147,0.023964123884710586,,,,-0.009041591320072317,10.58,10.02,0.035916824196597474,0.09381237524950103,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002880,卫光生物,21.92,0.008279668813247598,0.0013704888076748745,0.09163346613545831,,,,0.07169459962756047,-0.11648528819024573,-0.11648528819024573,0.43444227005870895,0.01913197108120057,,,,-0.04778453518679404,21.48,20.27,0.020484171322160183,0.08140108534780466,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002882,金龙羽,23.92,0.006310475389146086,0.15444015444015458,0.042720139494333065,,,,0.15247895229186165,-0.029220779220779147,-0.036261079774375427,0.7902097902097905,0.07653187515470661,,,,0.017872340425532096,21.38,20.7,0.11880261927034619,0.15555555555555567,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002902,铭普光磁,25.68,-0.013824884792626668,0.03173965447971061,0.06688824262567516,,,,0.11626984126984126,-0.0870956274440099,-0.0870956274440099,0.6784776902887139,0.01512007115327596,,,,-0.0729241877256318,25.2,23.32,0.01904761904761898,0.10120068610634636,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002913,奥士康,63.43,0.030376868096166243,0.07892498724272845,0.259031361651449,,,,0.11099656357388304,-0.019022579647386295,-0.019022579647386295,0.9520654715510524,0.08159263364310676,,,,-0.006733479486376481,58.2,54.71,0.08986254295532636,0.1593858526777554,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002953,日丰股份,10.76,-0.028003613369467106,-0.03584229390681004,0.10813594232749724,,,,0.09896324222431675,-0.10333333333333339,-0.10333333333333339,0.5320754716981132,0.014424436692750175,,,,-0.07718696397941682,10.61,10.2,0.01413760603204528,0.05490196078431375,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002973,侨银股份,12.78,0.01670644391408116,0.14413607878245305,0.2792792792792791,,,,0.1016088060965283,-0.017678708685626487,-0.017678708685626487,0.9468822170900691,0.07843550905025087,,,,-0.005447470817120603,11.81,10.46,0.08213378492802703,0.22179732313575506,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
002980,华盛昌,106.66,0.10004125412541254,0.08847841616491481,0.34961407060609884,,,,0.10838615816273503,-0.010483347249281127,-0.010483347249281127,0.9752897441504481,0.11699314577148034,,,,0.03172760688721232,96.23,90.85,0.108386158162735,0.1740231150247662,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
300017,网宿科技,15.92,-0.014241486068111375,0.00887198986058313,0.08668941979522171,,,,0.11610738255033548,-0.08976558033161797,-0.08976558033161797,0.6722338204592905,0.01835860039659698,,,,-0.041541240216736885,14.9,14.57,0.06845637583892605,0.09265614275909395,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
300134,大富科技,8.82,0.0034129692832765013,0.1322207958921695,0.060096153846153744,,,,0.0722021660649819,-0.10728744939271262,-0.10728744939271262,0.5564853556485354,0.03327085285848175,,,,0.0,8.31,7.79,0.06137184115523464,0.1322207958921695,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
300139,晓程科技,52.95,0.028155339805825408,0.07077856420626905,0.15008688097306688,,,,0.1492598684210526,-0.14181523500810367,-0.14181523500810367,0.6476037051953283,0.03398783428855978,,,,-0.05277280858676203,48.64,48.64,0.08861019736842102,0.08861019736842102,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
300169,天晟新材,5.69,-0.02401372212692965,0.01426024955436711,0.040219378427788,,,,0.1343012704174229,-0.0895999999999999,-0.0895999999999999,0.4509803921568629,0.0024665257223397408,,,,-0.05166666666666664,5.51,5.39,0.03266787658802195,0.0556586270871986,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
300305,裕兴股份,6.52,0.007727975270479082,0.07590759075907583,0.043199999999999905,,,,0.07920792079207928,-0.03550295857988173,-0.03550295857988173,0.8688524590163933,0.04128403737123687,,,,0.006172839506172645,6.06,5.88,0.07590759075907583,0.10884353741496589,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
300515,三德科技,16.37,0.007384615384615545,0.049358974358974406,0.031505986137366104,,,,0.044331855604813133,-0.03364817001180642,-0.03364817001180642,0.7298578199052133,0.017149248167018794,,,,0.005528255528255421,15.79,15.34,0.036732108929702356,0.06714471968709268,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
300598,诚迈科技,33.37,-0.019394651777843164,-0.08575342465753433,0.09373975745657148,,,,0.12341772151898729,-0.10560171535781304,-0.10560171535781304,0.5830687830687827,0.03857705295591418,,,,-0.05198863636363649,31.6,31.01,0.056012658227847956,0.0761044824250241,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
300805,电声股份,8.37,-0.02219626168224309,0.05283018867924527,0.0023952095808381646,,,,0.07720588235294105,-0.04778156996587035,-0.04778156996587035,0.6410256410256407,0.013133208255159179,,,,-0.0401376146788992,8.16,7.62,0.025735294117646967,0.09842519685039353,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
