股票代码,股票名称,最新收盘,ret1,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,整理成熟,中期趋势仍活,均线趋势辅助,稳健上沿核心区,稳健上沿宽区,适度重新加速,整理成熟贡献,40日趋势贡献,均线趋势辅助贡献,稳健上沿贡献,重新加速辅助贡献,阶段2分,阶段2通过,阶段2风险提示,阶段2规则说明,阶段排名,本阶段入选,决策说明
000007,全新好,12.93,0.005443234836703059,0.17652411282984537,0.3539267015706804,0.15446428571428572,-0.01523229246001534,,0.06386418755052554,-0.01747720364741645,-0.27318718381112983,0.495850622406639,0.1095855144597957,0.05703508600786922,0.008403856928021813,,-0.0038520801232666546,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,11,True,入选：按阶段2分排序第11名；本阶段上限30只
000526,学大教育,37.41,-0.018110236220472586,-0.042977743668457524,0.05380281690140842,0.4011235955056178,0.4284077892325313,,0.12048540884137537,-0.042977743668457524,-0.042977743668457524,0.8901242642249833,0.04549773629199039,0.035189841220149454,0.04323390982259734,,0.014370932754880439,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,12,True,入选：按阶段2分排序第12名；本阶段上限30只
000720,新能泰山,3.9,0.0025706940874035134,0.07734806629834257,0.09243697478991608,0.19631901840490795,-0.16309012875536488,,0.044736842105263255,-0.04878048780487798,-0.4568245125348189,0.21531100478468898,0.022146507666098714,0.03278535400709903,-0.054475209272376035,,-0.012658227848101333,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,13,True,入选：按阶段2分排序第13名；本阶段上限30只
000721,西安饮食,7.3,-0.03820816864295129,0.1248073959938365,0.11280487804878048,0.32969034608378855,0.19476268412438613,,0.12444444444444443,-0.03820816864295129,-0.14117647058823535,0.620253164556962,0.08212273940112658,0.03369258135398123,0.012647508741258973,,-0.00815217391304357,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,14,True,入选：按阶段2分排序第14名；本阶段上限30只
000889,中嘉博创,4.07,0.0,0.09408602150537626,0.03826530612244916,0.3432343234323434,0.10899182561307907,,0.04846938775510214,-0.0915178571428572,-0.30899830220713065,0.40131578947368435,0.0185185185185186,0.021818816547390485,0.003776847469967093,,0.0,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,15,True,入选：按阶段2分排序第15名；本阶段上限30只
002012,凯恩股份,7.35,0.009615384615384581,0.11702127659574457,0.14130434782608692,0.2068965517241379,-0.04296875,,0.07737226277372267,-0.004065040650406582,-0.23834196891191717,0.5137420718816067,0.08591268375563255,0.05118989271905461,-0.022278673948939454,,0.009615384615384581,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,16,True,入选：按阶段2分排序第16名；本阶段上限30只
002037,保利联合,7.05,-0.0028288543140029265,0.053811659192825045,0.03372434017595305,0.1691542288557213,0.014388489208633004,,0.03498542274052468,-0.0832249674902471,-0.23202614379084963,0.39142857142857146,0.00541928123217339,0.02681126675704193,-0.008256349585923806,,0.0014204545454545858,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,17,True,入选：按阶段2分排序第17名；本阶段上限30只
002734,利民股份,16.57,-0.0071899340922708666,0.12951601908657118,0.09300791556728227,0.02664188351920682,0.042138364779874316,,0.10858257477243172,-0.028152492668621742,-0.25326723749436686,0.4642516682554814,0.056760204081632626,0.031906811851101446,-0.010172896949188437,,0.01159951159951178,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,24,True,入选：按阶段2分排序第24名；本阶段上限30只
002827,高争民爆,60.15,-0.026226323457989364,0.07410714285714293,0.34383378016085797,1.626637554585153,1.3063650306748467,,0.13878152033867108,-0.027957336780866204,-0.027957336780866204,0.9564012096774193,0.05595786701777494,0.13724924793865045,0.1549576901056302,,-0.013934426229508245,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,25,True,入选：按阶段2分排序第25名；本阶段上限30只
002829,星网宇达,21.57,0.0,0.08994441637190498,0.039017341040462394,0.3380893300248138,-0.002773925104022079,,0.11960985626283359,-0.032735426008968616,-0.2212996389891696,0.4760683760683761,0.04846157585184474,0.00148741418764331,-0.028400672146481565,,0.027632205812291755,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,26,True,入选：按阶段2分排序第26名；本阶段上限30只
002846,英联股份,10.96,-0.009041591320072317,0.07556427870461246,0.025257249766136747,0.09054726368159205,-0.06324786324786313,,0.05387523629489606,-0.01704035874439458,-0.38323016319639835,0.24417314095449513,0.023964123884710586,0.025633499657567782,-0.021925584963559674,,-0.009041591320072317,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,27,True,入选：按阶段2分排序第27名；本阶段上限30只
002882,金龙羽,23.92,0.006310475389146086,0.15444015444015458,0.042720139494333065,0.35064935064935066,0.16342412451361876,,0.15247895229186165,-0.029220779220779147,-0.2323491655969191,0.5153949129852746,0.07653187515470639,0.04743127716996076,0.005103050288540967,,0.017872340425532096,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,28,True,入选：按阶段2分排序第28名；本阶段上限30只
002973,侨银股份,12.78,0.01670644391408116,0.14413607878245305,0.2792792792792791,0.28830645161290325,-0.020689655172413945,,0.1016088060965283,-0.017678708685626487,-0.10816468946266578,0.7256637168141592,0.07843550905025087,0.04485714285714293,-0.009412832929782011,,-0.005447470817120603,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,29,True,入选：按阶段2分排序第29名；本阶段上限30只
300134,大富科技,8.82,0.0034129692832765013,0.1322207958921695,0.060096153846153744,0.10387984981226528,-0.1428571428571428,,0.0722021660649819,-0.10728744939271262,-0.26377295492487485,0.37301587301587297,0.03327085285848175,0.024831910242131716,-0.03563973127870357,,0.0,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,30,True,入选：按阶段2分排序第30名；本阶段上限30只
300515,三德科技,16.37,0.007384615384615545,0.049358974358974406,0.031505986137366104,0.2602001539645882,0.0741469816272966,,0.044331855604813133,-0.03364817001180642,-0.16265984654731458,0.5631868131868133,0.017149248167018794,0.0206379387698421,0.0061203787195671655,,0.005528255528255421,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,31,True,入选：按阶段2分排序第31名；本阶段上限30只
600368,五洲交通,4.36,-0.0113378684807256,0.10659898477157359,0.11224489795918369,0.23163841807909602,0.17520215633423186,,0.04491725768321501,-0.013574660633484115,-0.013574660633484115,0.9482758620689659,0.06419331217964386,0.024410989197924726,0.019822405596914505,,-0.013574660633484115,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,35,True,入选：按阶段2分排序第35名；本阶段上限30只
600617,国新能源,3.46,-0.005747126436781658,0.029761904761904878,0.01764705882352935,0.2720588235294117,0.09148264984227139,,0.06287425149700598,-0.03081232492997199,-0.25108225108225113,0.4449760765550239,0.007131421918206815,0.028156312625250424,-0.0027523421372994683,,-0.005747126436781658,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,36,True,入选：按阶段2分排序第36名；本阶段上限30只
600712,南宁百货,5.7,-0.01724137931034475,0.07954545454545459,0.005291005291005346,0.19747899159663884,0.04395604395604402,,0.0893854748603351,-0.027303754266211677,-0.14027149321266963,0.6008583690987126,0.040905770635500494,0.03276667531793409,-0.010048296651648414,,0.0,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,37,True,入选：按阶段2分排序第37名；本阶段上限30只
601609,金田股份,13.46,0.0,0.039382239382239614,0.29174664107485615,0.30426356589147296,0.09967320261437917,,0.1035031847133757,-0.028860028860028808,-0.06397774687065372,0.8318098720292505,0.11313264968574277,0.0575568587297155,0.011248272962095296,,-0.01319648093841641,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,41,True,入选：按阶段2分排序第41名；本阶段上限30只
603217,元利科技,30.34,-0.007848266841072538,0.17233384853168476,0.34426229508196715,0.4600577478344561,0.31114952463267076,,0.09417199715707174,-0.014615134784020767,-0.07499999999999996,0.8472998137802609,0.12370370370370365,0.08859282454248718,0.02450951467768081,,-0.00426649163111259,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,43,True,入选：按阶段2分排序第43名；本阶段上限30只
002229,鸿博股份,12.09,-0.004938271604938316,0.0680212014134276,0.09809264305177123,0.24510813594232728,-0.17135023989033582,,0.13486238532110081,-0.14859154929577456,-0.40089197224975226,0.3037865748709122,0.02954951886230095,0.04098891941109284,-0.037169739870080765,,-0.016273393002440906,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,18,False,未入选：满足基础条件，但排名第18名，超出30只上限
002322,理工能科,12.89,-0.0007751937984495916,0.06177924217462927,0.20354808590102702,0.31262729124236244,0.19906976744186045,,0.10504201680672269,-0.08646350106307576,-0.1508563899868247,0.6031195840554594,0.0783452545279626,0.03901493351104102,0.01668895005898552,,0.01098039215686275,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,19,False,未入选：满足基础条件，但排名第19名，超出30只上限
002329,皇氏集团,4.0,-0.01477832512315258,0.04986876640419946,0.21580547112462,0.21580547112462,0.19047619047619047,,0.06770833333333329,-0.15074309978768574,-0.1869918699186992,0.6101694915254238,0.029601029601029616,0.03521858181474835,-0.006147944127483762,,-0.0024937655860348684,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,20,False,未入选：满足基础条件，但排名第20名，超出30只上限
002474,榕基软件,6.56,-0.0060606060606061,0.07364975450081812,0.01863354037267073,0.1651865008880995,-0.06017191977077374,,0.07305194805194808,-0.10382513661202197,-0.24423963133640558,0.36526946107784425,0.0176064531140927,0.021010666953992008,-0.01864950064902393,,0.01705426356589146,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,21,False,未入选：满足基础条件，但排名第21名，超出30只上限
002476,宝莫股份,5.11,0.0019607843137257053,0.06680584551148239,0.1330376940133038,0.1330376940133038,-0.017307692307692246,,0.03607214428857709,-0.013513513513513375,-0.2040498442367601,0.45643153526970975,0.05003596013562106,0.030693722071643226,-0.007279186402897708,,-0.011605415860734936,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,22,False,未入选：满足基础条件，但排名第22名，超出30只上限
002580,圣阳股份,21.92,0.014814814814814836,0.12699228791773787,0.07503678273663561,0.23146067415730331,0.027179006560450025,,0.09653827401267659,-0.05598621877691634,-0.39829810595662907,0.39288702928870306,0.048753648150806184,0.05328387595809003,-0.020274112595498495,,-0.005895691609977272,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,False,未入选：满足基础条件，但排名第23名，超出30只上限
300805,电声股份,8.56,-0.020594965675057142,0.09323116219667948,0.013017751479290185,0.19220055710306427,0.03883495145631066,,0.1001251564455568,-0.026166097838452584,-0.27824620573355807,0.3306288032454363,0.03625688517644221,0.00016321201240421246,-0.006861027694360922,,0.008244994110718551,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,未入选：满足基础条件，但排名第32名，超出30只上限
301129,瑞纳智能,23.74,-0.013300083125519557,-0.021434460016488188,0.12779097387173377,0.19778002018163465,-0.04003234937323097,,0.05217391304347823,-0.10279667422524574,-0.19986518368722628,0.5202265372168283,0.017007239857773193,0.03930969857879085,-0.015117249753358153,,-0.0190082644628099,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,33,False,未入选：满足基础条件，但排名第33名，超出30只上限
301282,金禄电子,36.15,-0.011755057408419867,-0.04009559214020175,0.5883128295254831,0.3524130190796857,0.12267080745341596,,0.1411909146715777,-0.13928571428571435,-0.13928571428571435,0.7654370489174017,0.1255195603779753,0.0984485046442789,0.03385129720524893,,-0.0192620727075421,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,34,False,未入选：满足基础条件，但排名第34名，超出30只上限
600746,江苏索普,7.33,-0.013458950201884257,0.1156773211567732,0.1156773211567732,0.3961904761904762,0.24448217317487275,,0.12352941176470586,-0.04057591623036649,-0.31877323420074344,0.4013961605584642,0.07905196525835412,0.022699386503067576,0.01738582849633108,,0.012430939226519389,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,38,False,未入选：满足基础条件，但排名第38名，超出30只上限
601002,晋亿实业,5.53,-0.003603603603603567,0.059386973180076685,0.03171641791044766,0.274193548387097,0.11491935483870974,,0.08429118773946367,-0.0229681978798586,-0.17708333333333326,0.5351562500000001,0.03335513407455859,0.023711272679635575,0.00944655508779113,,-0.019503546099290725,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,39,False,未入选：满足基础条件，但排名第39名，超出30只上限
601579,会稽山,20.9,0.009661835748792313,0.13156469951272332,0.342324983943481,0.4295485636114911,0.31612090680100735,,0.15937500000000013,-0.06109613656783486,-0.06109613656783486,0.8398115429917546,0.13797234019383642,0.057326799663748096,0.03952210842138193,,-0.004287756074321081,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,40,False,未入选：满足基础条件，但排名第40名，超出30只上限
603082,北自科技,44.82,-0.017105263157894735,0.12896725440806045,0.2179347826086957,0.22861842105263164,0.25405707890318974,,0.1786160379715213,-0.050021195421788844,-0.11475409836065575,0.7424645390070921,0.07388017682364367,0.052626950978236886,0.03038610414802867,,0.0,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,42,False,未入选：满足基础条件，但排名第42名，超出30只上限
603366,日出东方,7.84,0.015544041450777257,0.02752293577981657,0.13623188405797104,0.21174652241112835,0.1280575539568345,,0.13725490196078424,-0.03448275862068961,-0.2911392405063291,0.3388090349075974,0.08534643870699798,0.026919532424698023,0.0022577199456204067,,-0.003811944091486663,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,44,False,未入选：满足基础条件，但排名第44名，超出30只上限
603797,联泰环保,4.88,0.002053388090349051,-0.004081632653061273,0.20493827160493838,0.2642487046632125,0.16467780429594248,,0.07343412526997838,-0.05609284332688591,-0.06513409961685823,0.7875000000000001,0.030405405405405483,0.03930707682746859,0.018345658059562675,,-0.004081632653061273,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,45,False,未入选：满足基础条件，但排名第45名，超出30只上限
603880,南卫股份,9.76,0.01455301455301461,0.15502958579881665,0.3207036535859269,0.3207036535859269,0.24173027989821882,,0.15867579908675805,-0.03842364532019715,-0.03842364532019715,0.9195876288659792,0.1314630187804311,0.0774442928603909,0.024127170767004325,,-0.017119838872104776,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,46,False,未入选：满足基础条件，但排名第46名，超出30只上限
603995,甬金股份,25.3,-0.0019723865877712132,-0.036557501904036616,0.12594570538495775,0.1130664320281567,0.314968814968815,,0.0609705516383243,-0.09545942080800851,-0.09545942080800851,0.7800658978583197,0.013195570773512966,0.03891754105163314,0.0447164453994322,,-0.0031520882584711307,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,47,False,未入选：满足基础条件，但排名第47名，超出30只上限
605168,三人行,48.86,-0.0014306151645206988,0.07219662058371723,0.2410464820929643,0.07408221587162012,0.06240487062404876,,0.10299003322259133,-0.01887550200803212,-0.23870364599563731,0.5491465567981165,0.07260852862082223,0.04817746181763849,-0.0072683492374922,,0.004316546762589857,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,48,False,未入选：满足基础条件，但排名第48名，超出30只上限
000977,浪潮信息,85.69,0.0010514018691589744,0.17592973788939203,0.10997409326424856,0.0962005884610464,0.4411368987554658,,0.1699425056825778,-0.020685714285714307,-0.11082287018781789,0.7397660818713448,0.09920981066242507,-0.004534007184526678,0.03518878081548871,,0.005987320967363097,True,True,False,True,True,False,3,3,0,4,0,10,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,49,False,未入选：满足基础条件，但排名第49名，超出30只上限
603955,大千生态,20.76,0.02115100836202677,0.10956707642971675,0.012189176011701663,0.07732226258432817,-0.12955974842767293,,0.10332480818414319,-0.06105834464043414,-0.27589815137774676,0.35004108463434686,0.03037522334723053,0.023288784384238648,-0.03055553308362513,,-0.037552155771905404,True,True,True,False,True,True,3,3,1,2,1,10,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,50,False,未入选：满足基础条件，但排名第50名，超出30只上限
000048,京基智农,22.93,-0.013763440860215082,0.021380846325167013,0.08313651393481325,0.04942791762013732,0.41455891425046265,,0.09830818472793774,-0.07837620578778137,-0.13078089461713416,0.7526881720430108,0.012049256300481037,0.026765512925431834,0.07196147989349111,,-0.026326963906581735,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,51,False,未入选：满足基础条件，但排名第51名，超出30只上限
000723,美锦能源,3.84,-0.03759398496240607,-0.01285347043701801,0.07563025210084029,0.15315315315315314,-0.07021791767554475,,0.07832898172323755,-0.07021791767554475,-0.323943661971831,0.2610441767068273,0.031149301825993403,0.021004904228740573,-0.02137080377716527,,-0.040000000000000036,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,52,False,未入选：满足基础条件，但排名第52名，超出30只上限
000735,罗 牛 山,5.67,-0.03898305084745768,-0.03407155025553665,0.08206106870229002,0.16427104722792607,0.11614173228346458,,0.11131386861313858,-0.12364760432766608,-0.26932989690721654,0.31475409836065577,0.024575352367184555,0.025585813806206614,0.009131237250266988,,-0.03898305084745768,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,53,False,未入选：满足基础条件，但排名第53名，超出30只上限
000737,北方铜业,14.93,-0.0292587776332901,0.07875722543352603,0.037526059763724806,0.18869426751592355,0.1537867078825348,,0.09003436426116829,-0.05863808322824715,-0.08517156862745101,0.7116182572614107,0.023759728460245988,0.031655234263276544,0.0140897156170261,,-0.04843849585723392,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,54,False,未入选：满足基础条件，但排名第54名，超出30只上限
001277,速达股份,31.77,-0.0209553158705702,-0.03639672429481344,0.14527757750540737,0.17449168207024024,0.027158098933074637,,0.09606404269513005,-0.20375939849624058,-0.22738326848249024,0.4199751861042184,0.022200772200772212,0.030014132474573074,0.0049780008209943105,,-0.03317102860620813,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,55,False,未入选：满足基础条件，但排名第55名，超出30只上限
002107,沃华医药,7.07,-0.04070556309362272,0.13665594855305474,0.17052980132450335,0.17833333333333345,0.2003395585738541,,0.1606299212598426,-0.04070556309362272,-0.15024038461538458,0.576271186440678,0.09774085862898851,0.023959921585711363,0.012422018852886962,,-0.022130013831258677,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,56,False,未入选：满足基础条件，但排名第56名，超出30只上限
002365,永安药业,15.24,-0.03544303797468362,0.063503140265178,0.19529411764705884,0.4696239151398265,0.3766937669376693,,0.11533149171270705,-0.11033274956217154,-0.11033274956217154,0.7414500683994529,0.0407703339479617,0.034356616738346,0.05597871232066676,,-0.03053435114503822,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,57,False,未入选：满足基础条件，但排名第57名，超出30只上限
