股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,20日方向证据,MA20上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
001210,金房能源,28.29,0.005330490405117239,-0.04166666666666663,0.07077971233913694,0.25176991150442474,,,,0.13442028985507237,-0.09645480677099971,0.15393563396665383,0.8732239988318172,9000890.4,10668891.8,0.8436574827762335,0.06746288227742592,0.0799647767663069,0.8436574827762335,True,-0.0024154589371979673,0.0035937004544972506,True,3,3,收敛较充分,-0.09645480677099971,0.7691131498470948,0.045242097873676945,,,,-0.07820136852394921,27.6,25.79,0.02499999999999991,0.09693679720822024,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
001223,欧克科技,41.36,0.07067046337043736,0.006815968841285436,0.028855721393034717,0.06187419768934532,,,,0.10000000000000014,-0.031381733021077385,0.12368421052631587,0.808510638297873,1808913.4,1665032.4,1.0864133334582557,0.025902750491159136,0.023842445313797686,1.0864133334582566,False,-0.010117199238705687,-0.006130382775119458,False,3,1,结构未成熟,-0.031381733021077385,0.8196500672947505,0.024472406618448517,,,,-0.004572803850782181,38.3,38.0,0.07989556135770237,0.08842105263157896,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
001268,联合精密,26.02,0.05088852988691439,0.0038580246913579863,0.16057091882247976,0.3316274309109519,,,,0.10388548057259711,-0.0359392367543534,0.36734693877551017,0.2827993637809588,4417748.8,7762610.0,0.5691061125059741,0.04682913285799868,0.08228541537147369,0.5691061125059738,True,-0.01232665639445285,0.05492716724404212,False,3,2,部分收敛/待确认,-0.0359392367543534,0.8950216450216452,0.142731664470795,,,,-0.014020462296324365,24.45,22.08,0.06421267893660532,0.17844202898550732,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
001696,宗申动力,16.48,0.0024330900243307862,0.0778286461739699,0.11051212938005395,0.014778325123152802,,,,0.17105263157894746,-0.08393551973318503,0.1744505494505495,0.9805221715706591,72408933.6,37601563.6,1.925689430638464,0.08122023060426523,0.04217722199230047,1.9256894306384646,False,0.055792880258899835,0.02900353541966716,True,3,2,部分收敛/待确认,-0.08393551973318503,0.5597667638483969,0.03941974140649629,,,,-0.0577472841623784,15.2,14.56,0.08421052631578951,0.13186813186813184,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002012,凯恩股份,7.2,0.016949152542372836,-0.008264462809917328,0.09090909090909105,0.08108108108108114,,,,0.05848787446504995,-0.029649595687331498,0.13395638629283493,0.43661878379723323,11101152.8,12116553.6,0.9161972262475694,0.023739410088163056,0.025910807638429078,0.9161972262475694,True,0.0022203719122952936,0.022063037249283823,True,3,3,收敛较充分,-0.029649595687331498,0.8253968253968256,0.050558108995403916,,,,-0.024390243902438935,7.01,6.51,0.02710413694721825,0.10599078341013835,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002015,协鑫能科,17.19,0.0011648223645894795,0.08522727272727271,0.10404624277456653,0.10121716848174267,,,,0.13685550604710367,-0.03751399776035824,0.26453488372093015,0.5173438909912492,143783505.6,98683473.2,1.4570170762899333,0.08857347714682032,0.06079096709858669,1.4570170762899335,False,0.03444123314065495,0.04805706776797458,True,3,2,部分收敛/待确认,-0.03751399776035824,0.836585365853659,0.0813020915238245,,,,-0.031003382187147488,15.71,15.41,0.09420751113940162,0.11550940947436739,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002017,东信和平,16.35,-0.041617819460726735,0.030245746691871522,0.023153942428035146,0.1813583815028903,,,,0.14623243933588756,-0.08913649025069625,0.3545098039215686,0.4124919472417182,61160340.4,44023653.3,1.3892609044329358,0.10541753030580706,0.07588029719215054,1.3892609044329363,False,0.013012282621914117,0.03864976785042029,True,3,2,部分收敛/待确认,-0.08913649025069625,0.6923076923076926,0.07375057463715784,,,,-0.05436668594563321,15.66,15.23,0.04406130268199249,0.07353906762967832,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002041,登海种业,11.58,0.05464480874316946,0.07222222222222219,0.13640824337585866,0.2924107142857142,,,,0.16584887144259092,-0.025252525252525304,0.3363329583802025,0.4931091863293087,74435247.2,80432772.7,0.9254343062078724,0.08458550818181815,0.09140087806818176,0.9254343062078727,True,-0.004287245444801857,0.03122676579925643,True,3,3,收敛较充分,-0.025252525252525304,0.9122807017543858,0.13651977622926692,,,,-0.014468085106382977,10.19,10.16,0.13640824337585866,0.13976377952755903,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002072,凯瑞德,8.56,-0.038202247191011174,-0.06550218340611347,0.17260273972602747,0.17260273972602747,,,,0.12220916568742667,-0.12563840653728287,0.3769338959212375,0.3242190925513448,22598459.2,20208503.8,1.118264836608042,0.06148708547124358,0.054984368155354145,1.118264836608043,False,-0.01911667765326297,0.05679758308157101,False,3,1,结构未成熟,-0.12563840653728287,0.560714285714286,0.06315593367695449,,,,-0.09799789251844038,8.51,7.2,0.005875440658049458,0.18888888888888888,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002107,沃华医药,6.84,0.0029325513196480912,0.020895522388059584,0.12131147540983611,0.10500807754442643,,,,0.11497730711043869,-0.07191316146540028,0.19900497512437812,0.5777609682299544,30913625.4,16884243.4,1.8309156452932918,0.05410189123858146,0.02954909002916676,1.8309156452932926,False,0.0017172295363481194,0.026018950218077874,True,3,2,部分收敛/待确认,-0.07191316146540028,0.6369863013698628,0.04411540222866739,,,,-0.06301369863013695,6.61,6.03,0.03479576399394846,0.13432835820895517,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002155,湖南黄金,25.97,-0.030246452576549787,-0.046272493573264795,0.03466135458167319,0.13853572994300745,,,,0.12004801920768308,-0.12085308056872035,0.22318840579710147,0.5378774886578008,78624473.0,69070691.7,1.138318888443968,0.050319697597588774,0.044205273327559004,1.1383188884439686,False,-0.021202974306117728,0.022355611989688162,False,3,1,结构未成熟,-0.12085308056872035,0.526525198938992,0.0037102883203214976,,,,-0.06850789096126253,24.99,24.2,0.03921568627450989,0.0731404958677686,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002172,澳洋健康,4.63,0.09976247030878849,0.07424593967517401,0.04279279279279269,0.35777126099706735,,,,0.1504854368932039,-0.0885826771653544,0.34748010610079577,0.4330764099903654,131057695.8,197185536.0,0.6646415272568471,0.17128573955277476,0.25771146178559856,0.6646415272568469,True,-0.010974539069358857,0.00798934753661773,False,3,2,部分收敛/待确认,-0.0885826771653544,0.7619047619047619,0.055992701562321834,,,,-0.02114164904862592,4.12,4.12,0.12378640776699035,0.12378640776699035,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002212,天融信,6.65,0.0,0.021505376344086002,0.10099337748344372,0.019938650306748684,,,,0.06821705426356581,-0.07252440725244069,0.15307820299500832,0.44563532187394617,74848657.6,51141360.3,1.4635640734022477,0.06414595707010064,0.04382859502760604,1.4635640734022486,False,0.002106530243755733,0.02103786816269282,True,3,2,部分收敛/待确认,-0.16978776529338324,0.3200000000000003,0.018922852983988436,,,,-0.029197080291970656,6.45,6.05,0.03100775193798455,0.09917355371900838,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002222,福晶科技,68.29,0.06040372670807459,-0.03134751773049638,0.09089456869009593,0.11694471704285259,,,,0.1055512118842846,-0.034087694483734055,0.1738625041514447,0.6070958910861145,17633205.8,25576217.2,0.6894375998652373,0.037665579923520195,0.05463232630608285,0.6894375998652368,True,-0.021620351330709275,0.012305454104596603,False,3,2,部分收敛/待确认,-0.034087694483734055,0.8879069767441862,0.03897091824703147,,,,-0.03271954674220945,63.95,60.22,0.06786551993745116,0.13400863500498184,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002229,鸿博股份,12.37,0.024855012427506207,0.014766201804758072,0.15932521087160256,0.15932521087160256,,,,0.041911148365465216,-0.12887323943661977,0.3184466019417475,0.13161122809886946,50803695.2,65512427.1,0.7754818047338076,0.10301575985322589,0.13284097605434744,0.7754818047338077,True,0.015194523292703543,0.035720539310103216,True,3,3,收敛较充分,-0.12887323943661977,0.5307692307692305,0.03358957219251324,,,,0.0,11.93,10.3,0.03688181056160933,0.20097087378640754,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002265,建设工业,20.8,-0.030303030303030276,0.09014675052410914,0.15171650055371,0.012165450121654597,,,,0.1721398305084746,-0.060099412562132803,0.13669467787114833,1.2593016289247025,29336722.0,11802657.6,2.485603072989256,0.028398426432510282,0.01142516548241849,2.4856030729892655,False,0.07065720456649172,0.04315594387079691,True,3,1,结构未成熟,-0.060099412562132803,0.6892523364485984,0.06519178573257545,,,,-0.05239179954441908,18.88,17.98,0.10169491525423746,0.15684093437152402,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002277,友阿股份,6.07,0.008305647840531671,-0.01938610662358642,-0.05745341614906829,0.05565217391304356,,,,0.057239057239057214,-0.09538002980625926,0.22,0.2601775329048055,22778907.8,35427548.0,0.6429716163252394,0.01633865457710832,0.025411159936558736,0.6429716163252387,True,-0.030456852791878153,0.002719564869620994,False,3,2,部分收敛/待确认,-0.09538002980625926,0.4710743801652895,0.0027256958784174223,,,,-0.03343949044585992,5.94,5.94,0.02188552188552184,0.02188552188552184,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002281,光迅科技,184.47,0.10000000000000009,0.025403001667593017,0.10866037622453284,0.03460459899046553,,,,0.10999458451170348,-0.08849688704417435,0.26242904372777737,0.41914028626268574,29092612.4,32068346.8,0.9072064918544538,0.037012100783686316,0.040794242183296706,0.9072873720115582,True,-0.004796108817374689,0.004334137230411539,True,3,3,收敛较充分,-0.08849688704417435,0.5795774647887324,0.02947742036297063,,,,0.025403001667593017,166.19,160.31,0.10999458451170341,0.15070800324371536,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002322,理工能科,12.75,-0.0007836990595611049,0.0007849293563579884,0.07868020304568524,0.17837338262476887,,,,0.04365079365079371,-0.09638554216867468,0.14471403812824973,0.30163482558692145,8593540.8,16531404.6,0.5198312549920895,0.024456480391398812,0.04704696025207443,0.5198312549920897,True,0.013097680290358182,0.024881709903736393,True,3,3,收敛较充分,-0.09638554216867468,0.6211699164345406,0.03996737357259361,,,,-0.03041825095057038,12.6,11.63,0.011904761904761862,0.09630266552020639,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002329,皇氏集团,4.04,0.03856041131105403,0.02020202020202011,0.112947658402204,0.1642651296829971,,,,0.07611548556430435,-0.1422505307855626,0.3137829912023461,0.24257365025633437,41247448.6,96069499.3,0.4293500944685365,0.06331185725740836,0.14745974921882304,0.4293500944685364,True,-0.004515805318615063,0.024377593360995764,True,3,3,收敛较充分,-0.1422505307855626,0.5914634146341464,0.014438166980540013,,,,-0.0024691358024691024,3.81,3.64,0.06036745406824151,0.10989010989010994,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002349,精华制药,7.65,-0.0013054830287205776,0.00657894736842124,0.12334801762114544,0.11030478955007261,,,,0.1369127516778524,-0.09681227863046049,0.22700296735905034,0.6031319910514547,67228068.2,27754132.3,2.4222723835614204,0.08257141323191033,0.03408840962406841,2.422272383561423,False,0.01281722635221727,0.03013106336981508,True,3,2,部分收敛/待确认,-0.09681227863046049,0.5614973262032087,0.04436860068259385,,,,-0.08492822966507163,7.45,6.74,0.02684563758389258,0.13501483679525217,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002396,星网锐捷,38.14,0.030532288570656707,-0.0550049554013875,0.1889027431421446,0.27006327006327013,,,,0.156284454244763,-0.09082240762812877,0.37278911564625855,0.41923019660547733,119724165.2,92775424.9,1.290472830806728,0.15806941827748547,0.12248953600880516,1.2904728308067281,False,0.02316033266659656,0.055981993420673115,True,3,2,部分收敛/待确认,-0.09082240762812877,0.7804034582132564,0.11858988459226016,,,,-0.07382224380767366,36.28,29.53,0.051267916207276665,0.29156789705384356,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002436,兴森科技,36.75,0.09997006884166426,0.020549847264648813,0.10559566787003605,0.0989832535885169,,,,0.12042682926829278,-0.06678517013712548,0.23797547940899103,0.5060472178367755,97016429.6,110834163.1,0.875329653659829,0.06391369950615779,0.0730167191742323,0.8753296536598294,True,-0.012158400090903854,0.008550228972233676,False,3,2,部分收敛/待确认,-0.06678517013712548,0.8007575757575756,0.053129298486932486,,,,0.0071252397917236365,32.8,31.81,0.12042682926829285,0.15529707639107193,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002476,新叶股份,5.29,0.029182879377432025,0.0372549019607844,0.04752475247524757,0.14008620689655182,,,,0.051383399209486307,-0.005639097744360999,0.08823529411764705,0.5823451910408448,8262456.0,12693797.0,0.6509050050193808,0.013500745098039202,0.02074149836601305,0.6509050050193808,True,0.010208087946603772,0.011060635986569478,True,3,3,收敛较充分,-0.005639097744360999,0.9662921348314604,0.06717772846479719,,,,0.025193798449612448,5.06,4.99,0.045454545454545636,0.060120240480961984,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002491,通鼎互联,21.1,0.035328753680078595,-0.05040504050405026,0.013935607880826595,0.21473805411629243,,,,0.09356435643564359,-0.12809917355371891,0.4086146682188591,0.22897943640517907,136269316.6,254471790.2,0.5354987147805274,0.11582909556404412,0.21630135118347832,0.5354987147805272,True,-0.050135501355013545,0.00583711664968023,False,3,2,部分收敛/待确认,-0.12809917355371891,0.6966731898238749,0.02864107251675807,,,,-0.04481665912177446,20.2,19.6,0.044554455445544594,0.07653061224489788,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002515,金字火腿,8.16,0.09973045822102433,0.0012269938650306678,0.023839397741530766,0.17073170731707332,,,,0.12809917355371897,-0.08108108108108114,0.15926892950391652,0.8042948110012187,112923694.8,113399480.5,0.9958043396856655,0.10248536335995,0.10291716884091948,0.9958043396856657,True,-0.04580152671755722,-0.013201727328809532,False,3,2,部分收敛/待确认,-0.08108108108108114,0.7142857142857141,0.033958438925494105,,,,-0.003663003663003539,7.26,7.26,0.12396694214876036,0.12396694214876036,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002548,金新农,4.57,-0.0021834061135370675,0.0627906976744188,0.1396508728179553,0.09330143540669877,,,,0.1220095693779906,-0.02558635394456288,0.11586901763224168,1.0529956313709201,41935577.0,31880440.6,1.315401425160981,0.05212810822636332,0.03962904952758718,1.315401425160982,False,0.019870609981515575,0.024852071005917242,True,3,1,结构未成熟,-0.02558635394456288,0.8571428571428571,0.07923013342779561,,,,0.024663677130045025,4.18,3.97,0.09330143540669877,0.1511335012594459,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002579,中京电子,15.51,0.10000000000000009,0.05653950953678466,0.11824080749819754,0.046558704453441235,,,,0.14888888888888888,-0.010210593490746711,0.19345011424219338,0.7696500437445322,63389782.0,64927320.7,0.9763190798045668,0.10864865517380698,0.11128396179203584,0.9763190798045666,True,-0.0032172331794656506,-0.0046826949958064246,True,3,3,收敛较充分,-0.010210593490746711,0.9674134419551934,0.06980273141122928,,,,0.05295315682281054,13.5,13.13,0.14888888888888885,0.1812642802741813,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
002580,圣阳股份,22.48,-0.007943512797881747,0.045095304509530365,0.0679334916864609,0.07098618389709399,,,,0.1604819277108433,-0.06644518272425237,0.2091397849462364,0.7673428934245984,86926394.2,74143191.2,1.1724123657628591,0.19217098820618525,0.16391074831520092,1.172412365762859,False,0.028007048131317713,0.03425047438330164,True,3,2,部分收敛/待确认,-0.06644518272425237,0.71326164874552,0.05497806039843245,,,,-0.011868131868131848,20.75,20.19,0.08337349397590366,0.11342248637939578,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,174,8,入选：阶段1分=8；软容量150-200只，本次实际174只
