股票代码,股票名称,最新收盘,ret1,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,20日方向证据,MA20上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,决策说明
000720,新能泰山,3.9,0.0025706940874035134,0.07734806629834257,0.09243697478991608,,,,0.044736842105263255,-0.04878048780487798,-0.04878048780487798,0.7402597402597405,0.022146507666098714,,,,-0.012658227848101333,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,14,True,入选：按阶段1分排序第14名；本阶段上限150只
000721,西安饮食,7.3,-0.03820816864295129,0.1248073959938365,0.11280487804878048,,,,0.12444444444444443,-0.03820816864295129,-0.03820816864295129,0.7913669064748201,0.08212273940112658,,,,-0.00815217391304357,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,15,True,入选：按阶段1分排序第15名；本阶段上限150只
000723,美锦能源,3.99,0.023076923076923217,0.12711864406779672,0.09315068493150691,,,,0.09283819628647218,-0.03155339805825241,-0.03155339805825241,0.8115942028985509,0.07532677536720112,,,,-0.0024999999999999467,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,16,True,入选：按阶段1分排序第16名；本阶段上限150只
000735,罗 牛 山,5.9,0.03690685413005279,-0.0453074433656957,0.11742424242424243,,,,0.1298701298701299,-0.08809891808346204,-0.08809891808346204,0.612244897959184,0.07029478458049887,,,,0.0016977928692700761,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,17,True,入选：按阶段1分排序第17名；本阶段上限150只
000737,北方铜业,14.93,-0.0292587776332901,0.07875722543352603,0.037526059763724806,,,,0.09003436426116829,-0.05863808322824715,-0.05863808322824715,0.6804123711340208,0.023759728460245988,,,,-0.04843849585723392,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,18,True,入选：按阶段1分排序第18名；本阶段上限150只
000887,中鼎股份,21.32,0.0319457889641821,0.020584011488750553,0.14377682403433467,,,,0.09163745618427652,-0.10004221190375695,-0.10004221190375695,0.6661971830985914,0.014658290500666249,,,,-0.01751152073732709,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,19,True,入选：按阶段1分排序第19名；本阶段上限150只
000889,中嘉博创,4.07,0.0,0.09408602150537626,0.03826530612244916,,,,0.04846938775510214,-0.0915178571428572,-0.0915178571428572,0.6057692307692308,0.0185185185185186,,,,0.0,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,20,True,入选：按阶段1分排序第20名；本阶段上限150只
000977,浪潮信息,85.69,0.0010514018691589744,0.17592973788939203,0.10997409326424856,,,,0.1699425056825778,-0.020685714285714307,-0.020685714285714307,0.9063146997929605,0.09920981066242507,,,,0.005987320967363097,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,21,True,入选：按阶段1分排序第21名；本阶段上限150只
001210,金房能源,29.88,0.03678001387925045,0.10462107208872462,0.4372294372294372,,,,0.1549243821468093,-0.045672309166400527,-0.045672309166400527,0.9010380622837371,0.14544199953998294,,,,0.008777852802160702,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,22,True,入选：按阶段1分排序第22名；本阶段上限150只
001277,速达股份,31.77,-0.0209553158705702,-0.03639672429481344,0.14527757750540737,,,,0.09606404269513005,-0.20375939849624058,-0.20375939849624058,0.40570175438596495,0.022200772200772212,,,,-0.03317102860620813,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,23,True,入选：按阶段1分排序第23名；本阶段上限150只
001337,四川黄金,52.93,-0.012131392310563593,0.11478517270429656,0.22324936445574295,,,,0.12,-0.10364098221845885,-0.10364098221845885,0.7000000000000001,0.05065703283179168,,,,-0.054821428571428577,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,24,True,入选：按阶段1分排序第24名；本阶段上限150只
001696,宗申动力,16.2,0.051948051948051965,0.06719367588932812,0.04314230521571161,,,,0.10735989196488846,-0.09949972206781543,-0.09949972206781543,0.5950226244343891,0.029748283752860205,,,,0.05263157894736836,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,25,True,入选：按阶段1分排序第25名；本阶段上限150只
002012,凯恩股份,7.35,0.009615384615384581,0.11702127659574457,0.14130434782608692,,,,0.07737226277372267,-0.004065040650406582,-0.004065040650406582,0.985645933014354,0.08591268375563255,,,,0.009615384615384581,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,26,True,入选：按阶段1分排序第26名；本阶段上限150只
002037,保利联合,7.05,-0.0028288543140029265,0.053811659192825045,0.03372434017595305,,,,0.03498542274052468,-0.0832249674902471,-0.0832249674902471,0.49206349206349187,0.005419281232173612,,,,0.0014204545454545858,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,27,True,入选：按阶段1分排序第27名；本阶段上限150只
002041,登海种业,10.87,-0.0850168350168351,0.09797979797979783,0.24370709382151023,,,,0.11864406779661033,-0.0850168350168351,-0.0850168350168351,0.7046783625730989,0.09908998988877649,,,,-0.0850168350168351,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,28,True,入选：按阶段1分排序第28名；本阶段上限150只
002107,沃华医药,7.07,-0.04070556309362272,0.13665594855305474,0.17052980132450335,,,,0.1606299212598426,-0.04070556309362272,-0.04070556309362272,0.8076923076923078,0.09774085862898851,,,,-0.022130013831258677,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,29,True,入选：按阶段1分排序第29名；本阶段上限150只
002172,澳洋健康,4.51,-0.048523206751054926,0.11633663366336622,0.38769230769230756,,,,0.17391304347826103,-0.11220472440944884,-0.11220472440944884,0.7121212121212119,0.06922712185870084,,,,-0.07201646090534986,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,30,True,入选：按阶段1分排序第30名；本阶段上限150只
002222,福晶科技,66.59,-0.014211695040710515,0.07437883188125216,0.14396151863940898,,,,0.09172328597899934,-0.05813295615275815,-0.05813295615275815,0.8243589743589744,0.025716068114078006,,,,-0.05799971707455076,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,31,True,入选：按阶段1分排序第31名；本阶段上限150只
002229,鸿博股份,12.09,-0.004938271604938316,0.0680212014134276,0.09809264305177123,,,,0.13486238532110081,-0.14859154929577456,-0.14859154929577456,0.5331858407079647,0.02954951886230095,,,,-0.016273393002440906,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,32,True,入选：按阶段1分排序第32名；本阶段上限150只
002277,友阿股份,6.15,-0.01757188498402551,0.11211573236889705,0.05670103092783507,,,,0.077175697865353,-0.08345752608047685,-0.08345752608047685,0.5371900826446284,0.02329450915141451,,,,-0.06249999999999989,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,33,True,入选：按阶段1分排序第33名；本阶段上限150只
002322,理工能科,12.89,-0.0007751937984495916,0.06177924217462927,0.20354808590102702,,,,0.10504201680672269,-0.08646350106307576,-0.08646350106307576,0.6702702702702705,0.07834525452796237,,,,0.01098039215686275,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,34,True,入选：按阶段1分排序第34名；本阶段上限150只
002329,皇氏集团,4.0,-0.01477832512315258,0.04986876640419946,0.21580547112462,,,,0.06770833333333329,-0.15074309978768574,-0.15074309978768574,0.5965909090909091,0.029601029601029616,,,,-0.0024937655860348684,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,35,True,入选：按阶段1分排序第35名；本阶段上限150只
002365,永安药业,15.8,0.03879026955950038,0.016077170418006492,0.23727486296006273,,,,0.11715481171548116,-0.07764156450671322,-0.07764156450671322,0.7350597609561756,0.08826669421772237,,,,0.0050890585241729624,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,36,True,入选：按阶段1分排序第36名；本阶段上限150只
002474,榕基软件,6.56,-0.0060606060606061,0.07364975450081812,0.01863354037267073,,,,0.07305194805194808,-0.10382513661202197,-0.10382513661202197,0.4571428571428568,0.0176064531140927,,,,0.01705426356589146,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,37,True,入选：按阶段1分排序第37名；本阶段上限150只
002476,宝莫股份,5.11,0.0019607843137257053,0.06680584551148239,0.1330376940133038,,,,0.03607214428857709,-0.013513513513513375,-0.013513513513513375,0.9263157894736848,0.05003596013562106,,,,-0.011605415860734936,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,38,True,入选：按阶段1分排序第38名；本阶段上限150只
002548,金新农,4.29,-0.02941176470588236,0.02877697841726623,0.07788944723618085,,,,0.07729468599033824,-0.03811659192825112,-0.03811659192825112,0.767123287671233,0.028283796740172562,,,,-0.03160270880361171,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,39,True,入选：按阶段1分排序第39名；本阶段上限150只
002580,圣阳股份,21.92,0.014814814814814836,0.12699228791773787,0.07503678273663561,,,,0.09653827401267659,-0.05598621877691634,-0.05598621877691634,0.7703180212014139,0.048753648150806184,,,,-0.005895691609977272,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,40,True,入选：按阶段1分排序第40名；本阶段上限150只
002589,瑞康医药,3.34,-0.04571428571428571,0.043749999999999956,0.2057761732851986,,,,0.11392405063291135,-0.14358974358974363,-0.14358974358974363,0.5371900826446281,0.009978832778953617,,,,-0.04571428571428571,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,41,True,入选：按阶段1分排序第41名；本阶段上限150只
002655,共达电声,37.62,-0.015440984035592908,0.09392265193370153,0.389730328777244,,,,0.10487804878048793,-0.07726269315673306,-0.07726269315673306,0.83829568788501,0.07393662574935789,,,,-0.047594936708860835,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,42,True,入选：按阶段1分排序第42名；本阶段上限150只
002686,亿利达,6.79,-0.01736613603473225,0.11861614497528827,0.13735343383584597,,,,0.08433734939759044,-0.09466666666666668,-0.09466666666666668,0.635897435897436,0.0465474722564736,,,,-0.056944444444444464,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,43,True,入选：按阶段1分排序第43名；本阶段上限150只
002687,乔治白,6.29,-0.02329192546583858,0.014516129032257963,0.2605210420841684,,,,0.08250825082508251,-0.058383233532934065,-0.058383233532934065,0.8151658767772513,0.02526487367563157,,,,-0.041158536585365835,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,44,True,入选：按阶段1分排序第44名；本阶段上限150只
002702,海欣食品,5.32,0.035019455252918386,0.029013539651837617,0.09465020576131677,,,,0.09650924024640652,-0.0037453183520598232,-0.0037453183520598232,0.9807692307692312,0.06570512820512842,,,,0.0037735849056603765,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,45,True,入选：按阶段1分排序第45名；本阶段上限150只
002724,海洋王,7.15,0.03623188405797095,0.10510046367851622,0.33395522388059695,,,,0.11782477341389731,-0.041554959785522705,-0.041554959785522705,0.8663793103448277,0.1482254697286014,,,,0.021428571428571574,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,46,True,入选：按阶段1分排序第46名；本阶段上限150只
002734,利民股份,16.57,-0.0071899340922708666,0.12951601908657118,0.09300791556728227,,,,0.10858257477243172,-0.028152492668621742,-0.028152492668621742,0.8808933002481388,0.056760204081632626,,,,0.01159951159951178,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,47,True,入选：按阶段1分排序第47名；本阶段上限150只
002827,高争民爆,60.15,-0.026226323457989364,0.07410714285714293,0.34383378016085797,,,,0.13878152033867108,-0.027957336780866204,-0.027957336780866204,0.943148209004272,0.05595786701777494,,,,-0.013934426229508245,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,48,True,入选：按阶段1分排序第48名；本阶段上限150只
002829,星网宇达,21.57,0.0,0.08994441637190498,0.039017341040462394,,,,0.11960985626283359,-0.032735426008968616,-0.032735426008968616,0.8128205128205128,0.04846157585184474,,,,0.027632205812291755,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,49,True,入选：按阶段1分排序第49名；本阶段上限150只
002846,英联股份,10.96,-0.009041591320072317,0.07556427870461246,0.025257249766136747,,,,0.05387523629489606,-0.01704035874439458,-0.01704035874439458,0.8642857142857147,0.023964123884710586,,,,-0.009041591320072317,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,50,True,入选：按阶段1分排序第50名；本阶段上限150只
002880,卫光生物,21.74,-0.031625835189309615,0.09246231155778895,0.038204393505252954,,,,0.1080074487895717,-0.12374042724707779,-0.12374042724707779,0.4174573055028462,0.015105175915765878,,,,-0.08655462184873963,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,51,True,入选：按阶段1分排序第51名；本阶段上限150只
002882,金龙羽,23.92,0.006310475389146086,0.15444015444015458,0.042720139494333065,,,,0.15247895229186165,-0.029220779220779147,-0.036261079774375427,0.7902097902097905,0.07653187515470661,,,,0.017872340425532096,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,52,True,入选：按阶段1分排序第52名；本阶段上限150只
002902,铭普光磁,26.04,-0.023255813953488413,0.0787075393537695,0.10198899703766395,,,,0.15666118421052627,-0.07429790259509417,-0.07429790259509417,0.7505966587112172,0.03263671332831031,,,,-0.05992779783393498,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,53,True,入选：按阶段1分排序第53名；本阶段上限150只
002913,奥士康,61.56,-0.006776379477250627,0.07116756568644522,0.2846410684474123,,,,0.13874160480735256,-0.04454446686326252,-0.04454446686326252,0.8934274043817303,0.0615165754192355,,,,-0.03601628562480419,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,54,True,入选：按阶段1分排序第54名；本阶段上限150只
002915,中欣氟材,18.53,-0.021130480718436262,0.07669959325973275,0.09321533923303837,,,,0.17459361830222772,-0.05023065094823165,-0.05023065094823165,0.7487179487179487,0.03818248032047511,,,,-0.03338549817423064,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,55,True,入选：按阶段1分排序第55名；本阶段上限150只
002953,日丰股份,11.07,0.010036496350364965,-0.05626598465473143,0.14006179196704416,,,,0.11028037383177584,-0.07750000000000001,-0.07750000000000001,0.6702127659574469,0.04884172627789085,,,,-0.05060034305317318,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,56,True,入选：按阶段1分排序第56名；本阶段上限150只
002973,侨银股份,12.78,0.01670644391408116,0.14413607878245305,0.2792792792792791,,,,0.1016088060965283,-0.017678708685626487,-0.017678708685626487,0.9468822170900691,0.07843550905025087,,,,-0.005447470817120603,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,57,True,入选：按阶段1分排序第57名；本阶段上限150只
002980,华盛昌,96.96,-0.03010903270981302,0.02354058904254175,0.27344365642237967,,,,0.13136358805399084,-0.10047314222098536,-0.10047314222098536,0.7631751585392519,0.030316554560234632,,,,-0.06210098665118979,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,58,True,入选：按阶段1分排序第58名；本阶段上限150只
300017,网宿科技,16.15,-0.01464307504575968,0.03725112395632624,0.08389261744966436,,,,0.11610738255033548,-0.07661520869068039,-0.07661520869068039,0.7615658362989324,0.03728443431067152,,,,-0.02769416014449133,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,59,True,入选：按阶段1分排序第59名；本阶段上限150只
300134,大富科技,8.82,0.0034129692832765013,0.1322207958921695,0.060096153846153744,,,,0.0722021660649819,-0.10728744939271262,-0.10728744939271262,0.5564853556485354,0.03327085285848175,,,,0.0,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,60,True,入选：按阶段1分排序第60名；本阶段上限150只
300139,晓程科技,51.5,0.0035074045206546778,0.10325621251071126,0.15186759114292103,,,,0.1698190789473684,-0.1653160453808752,-0.1653160453808752,0.6029583495523549,0.01250393205410516,,,,-0.09490333919156413,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,61,True,入选：按阶段1分排序第61名；本阶段上限150只
300169,天晟新材,5.83,-0.021812080536912748,0.05615942028985521,0.05234657039711199,,,,0.1343012704174229,-0.06720000000000004,-0.06720000000000004,0.664,0.029126213592232775,,,,-0.02833333333333332,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,62,True,入选：按阶段1分排序第62名；本阶段上限150只
300305,裕兴股份,6.52,0.007727975270479082,0.07590759075907583,0.043199999999999905,,,,0.07920792079207928,-0.03550295857988173,-0.03550295857988173,0.8688524590163933,0.04128403737123687,,,,0.006172839506172645,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,63,True,入选：按阶段1分排序第63名；本阶段上限150只
300386,飞天诚信,12.64,-0.01634241245136181,0.09153713298791022,0.20725883476599805,,,,0.16965046888320548,-0.07871720116618075,-0.07871720116618075,0.7202072538860105,0.05906996229576866,,,,-0.03805175038051756,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,64,True,入选：按阶段1分排序第64名；本阶段上限150只
300598,诚迈科技,34.03,-0.023809523809523725,-0.04275668073136418,0.08826351135273436,,,,0.1447920025798129,-0.08791208791208793,-0.08791208791208793,0.6529100529100529,0.06385306760453302,,,,-0.03323863636363644,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,67,True,入选：按阶段1分排序第67名；本阶段上限150只
300686,智动力,15.09,-0.005928853754940677,0.08483105679367364,0.0019920318725099584,,,,0.061379310344827624,-0.0898673100120626,-0.0898673100120626,0.7305605786618447,0.008218079775506038,,,,-0.012434554973821954,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,68,True,入选：按阶段1分排序第68名；本阶段上限150只
300711,广哈通信,18.7,-0.006376195536663132,0.12110311750599512,0.17906683480453967,,,,0.08477412158393752,-0.11792452830188682,-0.11792452830188682,0.6376811594202898,0.015173312342227296,,,,-0.03856041131105403,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,69,True,入选：按阶段1分排序第69名；本阶段上限150只
300765,新诺威,44.5,-0.0008980691513246208,0.03128621089223649,0.17105263157894735,,,,0.13188100257671592,-0.14059482425646974,-0.14059482425646974,0.5533742331288344,0.00854429662534284,,,,-0.060190073917634646,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,70,True,入选：按阶段1分排序第70名；本阶段上限150只
300897,山科智能,16.57,0.013455657492354778,0.07597402597402603,0.06628056628056633,,,,0.09166666666666677,-0.061721404303510696,-0.061721404303510696,0.6414473684210528,0.016813942071674193,,,,-0.02701115678214916,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,72,True,入选：按阶段1分排序第72名；本阶段上限150只
300929,华骐环保,16.78,-0.06725958866036674,0.10540184453227952,0.21330441070137396,,,,0.12422360248447203,-0.07903402854006569,-0.07903402854006569,0.7343173431734321,0.0558439515494733,,,,-0.07087486157253586,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,73,True,入选：按阶段1分排序第73名；本阶段上限150只
300981,中红医疗,15.95,-0.011771995043370564,0.11149825783972123,0.022435897435897356,,,,0.147628590514362,-0.07159487776484286,-0.07159487776484286,0.6771653543307086,0.03726344540547566,,,,-0.061764705882352944,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,74,True,入选：按阶段1分排序第74名；本阶段上限150只
301123,奕东电子,76.83,-0.0025963910164871207,0.07109995817649506,0.17297709923664129,,,,0.12210029170718165,-0.07232552523545033,-0.07232552523545033,0.7972241029113069,0.022784001277980526,,,,-0.04701066732820647,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,75,True,入选：按阶段1分排序第75名；本阶段上限150只
301129,瑞纳智能,23.74,-0.013300083125519557,-0.021434460016488188,0.12779097387173377,,,,0.05217391304347823,-0.10279667422524574,-0.10279667422524574,0.6091954022988503,0.017007239857773193,,,,-0.0190082644628099,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,76,True,入选：按阶段1分排序第76名；本阶段上限150只
