股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA25,MA25距离,MA25_1日斜率,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,有效突破阶段,有效突破观察资格,有效突破确认,整理交易日数,整理超过一周,平台上沿,突破日期,突破放量比,回踩缩量比,回踩守位,重新缓慢走强,N型走势,有效突破原因,20日方向证据,MA25上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,收盘价高于MA25,MA25向上,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
300570,太辰光,223.7,-0.02463483758447793,0.12808875441250622,0.08539543910722958,0.10251355347461799,0.5866373501666784,-0.0038740704457407293,0.9175381450368592,0.25901554404145083,-0.07938598296226185,0.19542036143225947,1.3254276173838517,21647322.6,15657824.7,1.3825242659665236,0.11505936606427883,0.07991200437326328,1.4398258054802973,False,0.06638689805723619,0.04762241292276648,True,3,1,结构未成熟,-0.2137082601054482,0.6943033837799788,0.10576435899527192,202.2548,0.10603061089279464,0.005948508595495339,0.06952966356496493,-0.04107119018008332,0.08280336852172021,0.027608066516606078,193.0,191.63,0.1590673575129533,0.16735375463132085,False,0,,创业板20%,17,18.377988572696502,RETEST_STABILIZING,True,False,3,False,203.56,2026-09-16,1.405790766224382,1.155467741791171,True,False,False,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
300647,超频三,8.45,0.05361596009975056,0.14654002713704184,0.09882964889466828,0.49557522123893794,0.7139959432048681,0.4772727272727273,0.3717532467532465,0.21169916434540384,-0.05797101449275377,0.25983146067415736,0.8147557027779865,41965338.0,70146391.5,0.5982536963430257,0.0875883623820502,0.15361348612977227,0.5701866716836033,True,0.04869109947643979,0.005482595945428992,True,3,3,收敛较充分,-0.05797101449275377,0.8847006651884698,0.09236636287247091,7.318,0.154687072970757,0.014135254988913548,0.06150215885129029,0.04838801226018874,0.03261549337901415,0.05099502487562191,7.18,7.12,0.17688022284122562,0.18679775280898858,False,0,,创业板20%,17,16.323024054982803,BREAKOUT_AWAIT_RETEST,False,False,3,False,8.04,2026-09-21,1.3379513870402127,,False,False,True,首次放量突破，仅观察，等待缩量回踩确认,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
300689,澄天伟业,66.1,-0.010479041916167664,0.18501254930082456,0.1174978867286558,0.24716981132075455,0.253080568720379,-0.011958146487294652,0.31936127744510956,0.23145665773011623,-0.04063860667634267,0.15713471404142115,1.4729823332933523,5660243.2,3121330.6,1.8134071411724217,0.05510576238439549,0.030678299767561496,1.7962456460075082,False,0.10892420116507529,0.046625703516290695,True,3,1,结构未成熟,-0.16244298023314763,0.6613840464870574,0.13808539944903564,57.3384,0.15280510094456767,0.006494828712057865,0.04462989173391163,-0.004269770259564765,0.03241833581444675,-0.005566420941778283,55.95,52.63,0.18141197497765837,0.25593767813034374,False,0,,创业板20%,17,6.768953068592065,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
300802,矩子科技,27.9,-0.022767075306479923,0.14203847728203023,0.09411764705882342,0.1852166525063721,0.22799295774647876,0.3006993006993006,0.5665356541268951,0.2235841081994928,-0.03626943005181349,0.16194690265486725,1.3806013238547916,14119444.6,10479321.4,1.3473624923842873,0.07072711169089277,0.05068098452821131,1.3955354725108562,False,0.09183926066507131,0.038716271463614005,True,3,1,结构未成熟,-0.03626943005181349,0.9234135667396061,0.13398500213384268,24.2668,0.14971895758814502,0.0065703240364352045,0.03324456661798836,0.0019249350240804208,0.038472132592511255,0.033716191181919264,23.66,22.6,0.17920540997464074,0.234513274336283,False,0,,创业板20%,17,8.742004264392333,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
300903,科翔股份,109.52,-0.015019336271247408,0.011265004616805241,0.2283535217586361,0.4077120822622109,0.7392409083690645,0.0771046420141619,2.343101343101343,0.10438095238095232,-0.05553639185926185,0.3493645651632194,0.29877372461109974,26197785.0,24366154.4,1.0751710988090923,0.07982733845352219,0.06921528139408867,1.1533195682469601,False,0.09220988820658138,0.07082424587244884,True,3,2,部分收敛/待确认,-0.06297056810403834,0.9309438919121786,0.15585950692333683,91.5044,0.196882335712818,0.011089404734543784,0.1016950543476034,0.001271956264591756,0.15645119735579205,-0.04223874070835154,105.0,80.26,0.043047619047619,0.36456516321953636,False,0,,创业板20%,17,14.012818901596091,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,1,0,1,1,7,False,True,True,近10日速度偏快,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
301045,天禄科技,73.36,0.009217223827211463,0.13262312799135412,0.12515337423312878,0.14535519125683072,,,,0.23824451410658312,-0.07139240506329114,0.13711151736745886,1.7375966562173464,4434280.8,2560936.1,1.731507787328235,0.03942141737213985,0.02823435811984114,1.3962214832302924,False,0.08296018395255955,0.04580693885729259,True,3,1,结构未成熟,-0.07139240506329114,0.8143515470704411,0.10611863333433846,66.42120000000001,0.10446664619127599,0.0004759781652550199,0.02116464104157534,,,-0.01437592368668561,63.8,60.17,0.1498432601880879,0.21921223200930684,False,0,,创业板20%,4,2.739726027397249,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
301132,满坤科技,63.26,0.0492619008127384,0.0837759122837074,0.5306073070408903,0.7865009884213501,1.1664383561643836,0.2531695721077656,0.6448257930317212,0.1084913719460105,-0.02496917385943276,0.531618997638415,0.204077304287387,17104778.0,8183128.5,2.090249224364496,0.18003718769692556,0.08637391186993235,2.0843931205528548,False,0.10235260364366683,0.13148774735978663,True,3,2,部分收敛/待确认,-0.02496917385943276,0.9600296076980015,0.3527499786160295,44.7136,0.4147820797251842,0.02277322841850027,0.12494677291806067,0.0302160665304676,0.03331641852279721,0.004924543288324035,58.53,40.92,0.0808132581582095,0.5459433040078201,False,0,,创业板20%,17,10.00234796900681,READY_FOR_BREAKOUT,False,False,3,False,62.95,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,1,0,1,1,7,False,True,True,近10日速度偏快,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
301176,逸豪新材,58.14,0.020000000000000018,-0.012567934782608758,0.24390243902439024,0.2905660377358492,0.4002890173410403,-0.1362353290744317,1.1931346661637119,0.11476001443522192,-0.09551960174237706,0.5221406582997871,0.21978754692060862,14388901.6,10825627.9,1.3291516882822103,0.09224380427985582,0.06012175230137386,1.5342833624918801,False,-0.015645862576603276,0.07208071198404187,False,3,1,结构未成熟,-0.2909756097560976,0.5946313285762828,0.14598835089240847,49.948,0.16401057099383354,0.005467384915170959,0.04143715747932686,-0.05984277234076685,0.09255028233873541,-0.0364600596619159,55.42,46.03,0.04907975460122693,0.2630892895937431,False,0,,创业板20%,17,9.461358313817335,READY_FOR_BREAKOUT,False,False,4,False,59.0,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,1,0,1,1,7,False,True,True,近10日速度偏快,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
301182,凯旺科技,73.81,0.035493827160493874,0.11344094131844917,0.0058599073316980554,0.10626498800959228,,,,0.24856870229007635,-0.05986498535218443,0.24875381894195206,0.9992558238797576,3806104.0,4010937.7,0.9489312187521636,0.04002803138324775,0.045900033415651735,0.8720697656311149,True,0.03887330739768968,-0.00193302714958421,True,3,3,收敛较充分,-0.06569620253164554,0.8470830878020036,0.0603970922046948,69.2532,0.06579912552777345,-0.00030025695065960534,0.0006654156214693785,,,0.046950354609929024,62.88,62.19,0.173823155216285,0.18684675992924915,False,0,,创业板20%,4,5.175544794188869,RETEST_STABILIZING,False,False,4,False,67.3,2026-09-17,1.2969594007726095,1.3474068640933956,True,False,True,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,2,2,0,1,1,1,7,False,True,False,MA25未上扬,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
301227,森鹰窗业,35.46,0.060406698564593464,0.0887319619281548,0.0082456639181121,0.1664473684210528,1.0067911714770799,0.44381107491856686,0.34064272211720237,0.1782178217821783,-0.006722689075630339,0.1791143423661599,0.9949947024222725,3119416.2,2933620.7,1.0633331705083755,0.04181430937309628,0.03624878273369516,1.1535369250959058,False,0.022117296222664118,-0.00779103125471825,True,3,2,部分收敛/待确认,-0.10091277890466521,0.8336120401337794,0.07933705693457305,32.0668,0.10581660783115243,0.012529207451847046,0.049405017273691954,0.03853162724910364,0.03928273134811722,0.06742925948223966,30.3,30.26,0.17029702970297023,0.17184401850627884,False,0,,创业板20%,14,7.478465152701652,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,0,7,False,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
301486,致尚科技,219.28,0.024146466769417563,0.21552106430155216,0.11309644670050756,0.3052380952380953,0.47039495741970105,0.1074747474747475,0.4276041666666668,0.2588069780528982,-0.01971478385265324,0.2186141960405601,1.1838525710603032,8622720.2,7338585.3,1.1749839849923118,0.1210067608999226,0.10064045174167116,1.2023670284244021,False,0.09858264397491956,0.05253882820047351,True,3,1,结构未成熟,-0.26882294098032666,0.6454705364995603,0.17109539182935585,184.2988,0.1898069873488053,0.008051336018570554,0.059798980335032725,-0.03833243468730363,0.018331714094643736,0.004443222939856106,177.7,172.02,0.23398987056837384,0.27473549587257295,False,0,,创业板20%,17,14.748369058713884,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
600088,中视传媒,14.81,-0.06027918781725883,0.004748982360922582,0.1943548387096774,0.3071491615180937,0.35251141552511434,0.35004557885141296,0.03856942496493687,0.21141185076810526,-0.10567632850241537,0.24915254237288129,0.8485237547835519,55344126.8,17855312.8,3.0995887565744575,0.14782678629260174,0.0448957140242148,3.2926703473937486,False,0.09239363987967342,0.0714769902839496,True,3,2,部分收敛/待确认,-0.258387581372058,0.4533898305084747,0.13031864148063343,12.760800000000001,0.16058554322612983,0.009684770224078987,0.04737774824167906,0.032345013477088846,-0.0206228279555265,-0.08636644046884645,13.67,12.03,0.08339429407461596,0.2310889443059021,False,0,,沪深主板10%,17,5.967741935483883,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
600105,永鼎股份,46.72,0.005379814934366234,0.13453132588635253,0.1982559630674532,0.2278580814717477,0.32727272727272716,-0.2595879556259906,0.6878612716763006,0.199194157642911,-0.01889962200755979,0.17647058823529424,1.1287668933098283,162318156.0,122133634.5,1.3290209258449603,0.11566370740078728,0.08153189460595023,1.418631419762765,False,0.06935123042505609,0.05633664097702695,True,3,1,结构未成熟,-0.36839259159118565,0.5766661488270933,0.13934546163976003,40.67359999999999,0.14865662247747946,0.00416740731962606,0.03281894136270114,-0.07613791466381814,0.054751326065256345,-0.005745903383698736,39.71,38.75,0.176529841349786,0.20567741935483874,False,0,,沪深主板10%,17,6.059831245205816,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
600487,亨通光电,71.75,0.03252266513167368,0.13528481012658222,0.12109375,0.18732417673341062,0.2916291629162917,-0.33589411329137364,0.3356291883842144,0.20038784744667096,-0.0340603123317178,0.12708265272786673,1.5768308509878142,183882135.8,154249203.1,1.192110766891865,0.07511776564130852,0.06179983029465448,1.2155011637274027,False,0.05428366180466604,0.028406167661869652,True,3,1,结构未成熟,-0.42531037244693626,0.49943438914027155,0.08532056663565757,65.24560000000001,0.09969101364689714,0.004118316968820146,0.030696727210691943,-0.10594319955343423,0.04559225928157584,0.02941176470588225,61.88,61.8,0.1595022624434388,0.1610032362459548,False,0,,沪深主板10%,17,9.97994755514422,RETEST_STABILIZING,True,False,5,False,65.8,2026-09-17,1.6569017711492375,0.8733746118948752,True,False,False,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
600488,津药药业,6.29,0.031147540983606614,0.06791171477079794,0.20729366602687138,0.2166344294003868,0.18233082706766912,0.3104166666666668,0.3326271186440679,0.10391822827938677,-0.029320987654321007,0.15459882583170254,0.6721799322881853,157996493.4,80198412.1,1.970070095689588,0.1525568303479991,0.0694578508010658,2.196394339711677,False,0.04237867395762129,0.050252161383285365,True,3,2,部分收敛/待确认,-0.2485065710872162,0.5593220338983053,0.12221231043710978,5.627999999999999,0.11762615493958783,0.0019226660969875464,0.008939142789486043,0.035719813043612714,0.04626613398893675,0.0031897926634769647,5.87,5.16,0.07155025553662697,0.21899224806201545,False,0,,沪深主板10%,17,5.947955390334569,READY_FOR_BREAKOUT,False,False,4,False,6.27,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,1,0,1,1,7,False,True,True,近10日速度偏快,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
600657,信达地产,3.15,0.07508532423208192,0.09756097560975596,-0.05405405405405406,0.23529411764705888,,,,0.17948717948717957,-0.14864864864864868,0.39622641509433976,0.45299145299145305,61981910.8,129485656.7,0.4786778117332589,0.0190821752003787,0.045403635669140345,0.42027857283130193,True,0.004854368932038833,-0.040849147635895755,False,3,2,部分收敛/待确认,-0.14864864864864868,0.5416666666666665,0.06454883406556244,2.8848000000000003,0.09193011647254568,0.007825600894354467,0.01744324970131439,,,0.07508532423208192,2.73,2.73,0.15384615384615374,0.15384615384615374,False,0,,沪深主板10%,5,5.098039215686279,BREAKOUT_AWAIT_RETEST,False,False,5,False,2.93,2026-09-21,2.4664644787440344,,False,False,True,首次放量突破，仅观察，等待缩量回踩确认,2,2,1,1,1,0,7,False,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
600712,南宁百货,5.89,0.10093457943925244,-0.02321724709784423,-0.01340033500837523,0.13051823416506703,0.2973568281938326,0.2860262008733623,-0.06060606060606055,0.21443298969072166,-0.21571238348868182,0.3580470162748643,0.5988961782776218,60133620.0,46395675.7,1.2961039815182602,0.10556581261804278,0.08069313529029493,1.3082378350806172,False,-0.10884808013355607,-0.017934964800536357,False,3,1,结构未成熟,-0.2877871825876662,0.4005037783375315,0.025060911938739938,5.6608,0.04048897682306385,0.00311879784519431,-0.005883045064125181,0.029931529181610683,-0.015352924613583618,0.026132404181184565,4.85,4.85,0.21443298969072178,0.21443298969072178,False,0,,沪深主板10%,3,1.7045454545454586,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
600828,茂业商业,4.42,0.040000000000000036,0.011441647597253857,-0.12992125984251968,0.1391752577319587,,,,0.15736040609137047,-0.18600368324125227,0.37121212121212116,0.42390966538899805,36302356.0,77640727.7,0.46756846664640417,0.02535824866587935,0.04484377575043694,0.5654797849093309,True,-0.039026629935720814,-0.051118210862619806,False,3,2,部分收敛/待确认,-0.18600368324125227,0.4228571428571428,-0.006183249016301295,4.3436,0.017589096601897003,0.003975591715976279,0.009577641701993933,,,0.0022675736961450532,3.94,3.94,0.12182741116751261,0.12182741116751261,False,0,,沪深主板10%,4,1.5503875968992276,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,0,1,7,False,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603061,金海通股份,357.3,0.024398635281974723,0.17951934504159506,0.10787262410467902,0.02879355024474517,,,,0.2203333333333334,-0.024037148320131152,0.1810958904109589,1.2166666666666672,4708564.4,2916560.9,1.614423480750908,0.04746495402298845,0.033523688505747065,1.4158631146704335,False,0.08624214189132884,0.030258475636999682,True,3,1,结构未成熟,-0.039464487338028986,0.8878447551379021,0.08390643154219313,334.2756,0.06887849427239079,8.376391976927522e-06,0.019464465537581965,,,-0.010249307479224368,300.0,292.0,0.19100000000000006,0.2236301369863014,False,0,,沪深主板10%,4,7.144804191779985,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603155,新亚强,15.37,0.018555334658714395,0.14701492537313432,0.1309786607799852,0.11215629522431247,0.12271731190650104,-0.18891820580474938,0.43376865671641784,0.20512820512820518,-0.0381727158948687,0.11050583657587548,1.8562657999277723,22056157.0,7491006.8,2.9443514855706714,0.050934269030834076,0.01635980853603406,3.113378064214286,False,0.07749927974647064,0.031130094838196065,True,3,1,结构未成熟,-0.2705268153773137,0.48416289592760176,0.09828861338382944,13.9812,0.09933339055302826,0.002552776502983134,0.01750684997938956,-0.019670411817867328,0.027431498778203833,-0.001948051948052032,13.26,12.85,0.15912518853695312,0.19610894941634238,False,0,,沪深主板10%,17,4.2986425339366585,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603221,爱丽家居,30.5,-0.023374959974383658,0.08928571428571419,0.08309659090909083,0.10307414104882473,1.6754385964912282,1.5501672240802673,1.4576954069298953,0.2450549450549451,-0.10267725801706384,0.3077821011673152,0.7961962184465347,18261345.4,14210102.3,1.2850959841436185,0.07256014776901801,0.05912346601358444,1.2272647843809816,False,0.08661078873844841,0.02598752598752596,True,3,2,部分收敛/待确认,-0.10267725801706384,0.8581300813008129,0.06168198273461445,28.562800000000003,0.06782248238968158,0.004543919869450352,0.09748489754017475,0.15960743296741975,0.2056526636880276,-0.04027690371302706,27.3,25.7,0.11721611721611724,0.1867704280155642,False,0,,沪深主板10%,9,9.890109890109876,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603256,宏和科技,148.92,0.0008737146313595456,0.13966480446927365,0.20271361654013886,0.11217326362957425,,,,0.1709923664122138,-0.029204693611473376,0.2801313905499874,0.6104005912243577,33234923.2,18118929.1,1.8342653153822428,0.0360314281516787,0.020178458570727812,1.7856382847770267,False,0.07945401442450994,0.049267275737322924,True,3,2,部分收敛/待确认,-0.10061601642710483,0.6855417138542843,0.09618081241926046,137.1,0.086214442013129,-0.0034917764449006183,-0.0010318739687201761,,,-0.01948907031867264,131.0,123.0,0.13679389312977097,0.21073170731707314,False,0,,沪深主板10%,4,1.3260748185371263,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,1,0,1,1,7,False,True,False,MA25未上扬,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603386,骏亚科技,18.02,0.02154195011337867,0.04463768115942024,0.24965325936199712,0.3298892988929889,0.5193929173693086,-0.09945027486256885,0.3498127340823971,0.1197640117994101,-0.050579557428872546,0.26487663280116114,0.4521501596153071,34989277.0,11708883.8,2.9882675067626856,0.12238663027159379,0.03588131877857291,3.4108732465173177,False,0.05339524085896685,0.06901791933134938,True,3,2,部分收敛/待确认,-0.18498417005879697,0.6608623548922056,0.16310591880203962,15.144400000000001,0.1898787670690154,0.010138470158213453,0.06485545272397664,-0.023540094205777295,0.017314170222322067,-0.048071843634442724,16.95,14.34,0.06312684365781718,0.25662482566248257,False,0,,沪深主板10%,17,3.965392934390777,READY_FOR_BREAKOUT,False,False,4,False,18.73,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,1,0,1,1,7,False,True,True,近10日速度偏快,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603387,基蛋生物,9.94,0.05520169851380041,0.0780911062906724,0.0780911062906724,0.08278867102396514,0.15447154471544722,0.26947637292464877,-0.007984031936127733,0.12260967379077613,-0.004008016032064243,0.08135593220338991,1.507077240344955,9614579.4,6482983.3,1.483048614362465,0.0146735248806329,0.013218041037463567,1.1101134305033622,False,0.03182320441988962,0.009786863853849415,True,3,1,结构未成熟,-0.11329170383586096,0.669270833333333,0.06600890128156989,9.3364,0.06465018636733655,0.0023619342093961215,0.004335985092811523,0.02524944778734106,0.009879572228569389,0.06423982869379019,8.89,8.85,0.11811023622047223,0.12316384180790951,False,0,,沪深主板10%,6,4.324324324324325,RETEST_STABILIZING,True,False,5,False,9.28,2026-09-17,2.1259106897503277,1.325404910210397,True,False,False,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,2,2,1,1,1,0,7,False,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603439,三力制药,14.38,0.057352941176470607,0.042784626540971926,0.12695924764890298,0.18646864686468656,0.43656343656343677,0.12431587177482428,0.30608537693006377,0.20684168655529034,-0.052076466710612945,0.2639780018331805,0.7835565278882702,49068324.6,11957104.2,4.1036963280791685,0.12899515374169665,0.02960850288372462,4.356692881375082,False,0.0521449143550099,0.03111495246326701,True,3,2,部分收敛/待确认,-0.17261219792865357,0.6188055908513344,0.13259559721183,12.668399999999998,0.13510782734994176,0.0033899379039412647,0.038297293621650796,-0.019090612422495323,0.01898287126964493,-0.03748326639892896,12.57,10.91,0.14399363564041368,0.31805682859761686,False,0,,沪深主板10%,17,4.333605887162717,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,False,,,232,4,未入选：未满足一级粗筛最低资格条件
